Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_T4	rel_flux_C5	rel_flux_C6	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_T4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_T4	rel_flux_SNR_C5	rel_flux_SNR_C6	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep03-20210522-0282-e91.fits	128	0	59358.080520	2459358.080520	2459358.084888	1.403801	44.899000	-55	NaN	83	16.352038	31.578574	NaN	NaN	1.989357	0.873881	10.912544	15	30	45	0.087485	0.685839	0.191563	0.576866	0.645709	0.041723	0.000101	0.000413	0.000159	0.000278	0.000391	0.000080	867.207590	1661.600084	1201.402712	2076.686974	1652.163261	518.552020	12864133.510013	3831.578142	1030.727008	1036.723695	1031.227008	1011.776305	16.351999	31.577625	1125416.717999	706.858347	1253.709247	897.669632	11289.777344	1592.138966	369.888393	2970	10.770444	10.947261	11.240180	10.654341	19.559359	0.995249	1879.188313	895.323374	1879.688313	1153.176626	16.347050	31.587904	5233432.667977	2385.790419	2193.584410	53437.527344	7403.792697	381.474940	10.553563	10.805855	10.861606	10.750104	40.101838	0.996322	1971.035216	1217.604391	1971.535216	830.895609	16.346522	31.563865	2068114.067684	1586.473151	1303.592227	21158.550781	2925.782904	372.946026	10.690917	10.822449	10.798362	10.846537	46.948711	0.995711	96.481770	1348.646211	96.981770	699.853789	16.357451	31.554618	7420875.171543	2807.825166	2642.926370	70221.703125	10498.390806	385.426292	11.208255	11.067927	11.407275	10.728579	15.510404	0.994890	187.162674	1962.505551	187.662674	85.994449	16.356933	31.508867	5047359.293640	2347.074482	2150.489613	46354.089844	7140.552721	382.357803	11.314397	11.129047	11.339095	10.919000	25.554783	0.996388	1395.231376	1493.721746	1395.731376	554.778254	16.349885	31.543475	515227.480713	981.498574	524.939612	5315.285645	728.897781	367.825634	10.937686	10.938369	11.060860	10.815878	33.650715	0.996632	0.999564	0.001153
ogg2m001-ep03-20210522-0283-e91.fits	129	0	59358.081541	2459358.081541	2459358.085909	1.411427	44.600000	-55	NaN	83	16.352042	31.578569	NaN	NaN	1.988677	0.873965	10.882589	15	30	45	0.087391	0.685280	0.191430	0.577472	0.646596	0.041682	0.000101	0.000411	0.000159	0.000277	0.000390	0.000080	868.576514	1666.044855	1203.653924	2082.769517	1657.097970	520.063285	12920866.431325	3837.879250	1031.398643	1036.506180	1031.898643	1011.993820	16.351999	31.577635	1129173.418587	706.858347	1256.017498	899.010898	12319.716797	1597.453610	368.427013	2969	10.762182	10.733576	10.829361	10.637791	35.223443	0.997157	1879.816449	895.172732	1880.316449	1153.327268	16.347049	31.587903	5253971.070662	2389.317739	2198.941977	56305.500000	7432.848593	378.598100	10.387643	10.628025	10.460311	10.795739	57.099531	0.994075	1971.598667	1217.384635	1972.098667	831.115365	16.346522	31.563865	2076029.927838	1589.876616	1305.780529	23096.427734	2936.981556	371.766577	10.522471	10.628222	10.367279	10.889165	61.168154	0.991583	97.248370	1348.594623	97.748370	699.905377	16.357451	31.554622	7461436.975060	2814.635605	2650.942439	76454.164062	10555.774019	383.366943	11.257040	10.936108	11.134545	10.737671	18.843663	0.997898	187.842576	1962.398980	188.342576	86.101020	16.356934	31.508869	5073851.457479	2351.250147	2157.937752	51799.457031	7178.031466	380.525664	11.499606	11.056466	11.062156	11.050776	44.399357	0.997590	1395.867536	1493.543589	1396.367536	554.956411	16.349885	31.543476	517013.975345	982.035121	526.471981	5710.733887	731.425154	366.954942	10.866595	10.780620	10.722301	10.838940	50.389436	0.996653	0.998497	0.001150
ogg2m001-ep03-20210522-0284-e91.fits	130	0	59358.082564	2459358.082564	2459358.086931	1.419207	44.500000	-55	NaN	83	16.352040	31.578566	NaN	NaN	1.988677	0.874049	10.318490	15	30	45	0.087393	0.685921	0.191607	0.577240	0.645313	0.041816	0.000100	0.000411	0.000159	0.000277	0.000389	0.000080	871.612113	1669.764958	1207.524731	2087.119111	1660.340987	522.508141	12965562.379351	3842.627268	1031.036518	1036.576294	1031.536518	1011.923706	16.351999	31.577627	1133098.597578	706.858347	1255.879949	902.234802	13021.391602	1603.006603	365.062194	2888	10.202168	10.291628	10.113148	10.470107	69.313843	0.997865	1879.446013	895.194154	1879.946013	1153.305846	16.347049	31.587898	5275070.454873	2393.397102	2204.009711	60245.898438	7462.698116	375.221003	9.916323	10.162028	9.718249	10.605806	73.531801	0.989211	1971.303861	1217.529195	1971.803861	830.970805	16.346522	31.563855	2084826.952830	1591.148004	1310.265888	23633.558594	2949.426800	367.745000	10.113165	10.190204	9.667143	10.713264	74.108623	0.985491	96.842622	1348.598104	97.342622	699.901896	16.357451	31.554620	7484235.855776	2817.580424	2656.263435	78977.843750	10588.027837	379.904650	10.585353	10.469614	10.444916	10.494313	53.719679	0.999752	187.472302	1962.408527	187.972302	86.091473	16.356934	31.508872	5085262.474576	2353.264238	2160.939853	51671.761719	7194.174753	376.518506	10.851448	10.586994	10.405653	10.768335	66.948574	0.997560	1395.528852	1493.546191	1396.028852	554.953809	16.349885	31.543477	520402.497072	983.783556	528.980683	5937.046875	736.218932	364.267829	10.242483	10.283045	9.990922	10.575167	70.861318	0.994770	0.998514	0.001146
ogg2m001-ep03-20210522-0285-e91.fits	131	0	59358.083585	2459358.083585	2459358.087953	1.427087	44.799000	-55	NaN	83	16.352041	31.578577	NaN	NaN	1.988677	0.874133	10.079168	15	30	45	0.087474	0.684463	0.191584	0.576510	0.646823	0.041786	0.000100	0.000409	0.000158	0.000276	0.000389	0.000080	873.769675	1671.732806	1209.353016	2088.414137	1662.797748	524.605178	12983919.314612	3842.664622	1031.255069	1036.624740	1031.755069	1011.875260	16.351999	31.577635	1135759.250940	706.858347	1255.624610	904.537265	13845.430664	1606.770657	362.280012	3014	10.076594	10.122776	10.021439	10.224112	53.885160	0.995697	1879.634303	895.293520	1880.134303	1153.206480	16.347049	31.587905	5275873.358170	2392.402608	2205.261498	65510.816406	7463.833992	371.655771	9.619709	10.001496	9.655896	10.347096	64.974725	0.988444	1971.504448	1217.570295	1972.004448	830.929705	16.346522	31.563864	2087568.911270	1590.793451	1312.281559	25968.205078	2953.305878	364.769397	9.789998	10.019964	9.559750	10.480177	68.287065	0.984070	97.060636	1348.666588	97.560636	699.833412	16.357451	31.554623	7485356.481594	2817.623237	2656.620795	84410.828125	10589.613199	375.146068	10.341604	10.297381	10.315291	10.279472	42.681205	0.998149	187.725464	1962.490905	188.225464	86.009095	16.356934	31.508870	5099697.229116	2355.948107	2164.605075	55469.242188	7214.595754	373.309601	10.622918	10.395962	10.225433	10.566490	59.810167	0.995597	1395.737863	1493.668735	1396.237863	554.831265	16.349885	31.543477	520779.816055	980.492669	531.140959	6392.083496	736.752729	360.642456	10.024187	10.178138	9.867391	10.488885	64.747223	0.990800	0.999444	0.001144
ogg2m001-ep03-20210522-0286-e91.fits	132	0	59358.084606	2459358.084606	2459358.088974	1.435104	44.500000	-55	NaN	83	16.352041	31.578570	NaN	NaN	1.991780	0.874217	10.451656	15	30	45	0.087380	0.685488	0.191429	0.576907	0.646118	0.041795	0.000100	0.000411	0.000159	0.000277	0.000389	0.000080	872.568931	1669.542609	1206.781985	2085.914125	1660.327034	524.772041	12945345.433119	3836.616715	1031.310827	1036.597222	1031.810827	1011.902778	16.351999	31.577629	1131167.156084	706.858347	1252.266511	903.295861	12711.942383	1600.274172	358.095174	3068	10.483765	10.447194	10.364930	10.529457	56.513269	0.998379	1879.720374	895.209161	1880.220374	1153.290839	16.347049	31.587903	5264872.186517	2389.907623	2202.960540	59668.363281	7448.270518	366.310691	10.050321	10.304194	9.924073	10.684316	71.047564	0.991280	1971.541051	1217.424903	1972.041051	831.075097	16.346522	31.563866	2079954.055316	1588.621286	1309.282504	24066.931641	2942.533061	362.856505	10.131247	10.311059	9.821600	10.800517	74.255555	0.987661	97.186192	1348.571750	97.686192	699.928250	16.357451	31.554623	7468265.879220	2814.207061	2653.772703	79300.679688	10565.434942	371.925459	10.683580	10.547804	10.530810	10.564798	49.051632	0.999477	187.819517	1962.383231	188.319517	86.116769	16.356933	31.508871	5081178.278585	2351.358549	2160.954262	55064.343750	7188.396798	371.151070	10.816567	10.617753	10.411657	10.823850	66.228652	0.996695	1395.774862	1493.561980	1396.274862	554.938020	16.349885	31.543477	519340.912701	977.427623	531.334393	5892.975586	734.717097	357.090698	10.544456	10.479463	10.185416	10.773511	68.965166	0.994294	0.998369	0.001144
ogg2m001-ep03-20210522-0287-e91.fits	133	0	59358.085628	2459358.085628	2459358.089995	1.443255	44.700000	-55	NaN	83	16.352037	31.578566	NaN	NaN	1.991780	0.874287	10.869143	15	30	45	0.087630	0.684491	0.191213	0.576975	0.647604	0.041746	0.000101	0.000413	0.000159	0.000278	0.000393	0.000080	868.178154	1658.337695	1198.886610	2072.406035	1649.607757	520.129941	12782947.642165	3813.762497	1030.578899	1036.609614	1031.078899	1011.890386	16.351999	31.577625	1120169.521743	706.858347	1246.219625	898.854022	11797.926758	1584.715702	353.187207	2972	10.835777	11.190750	11.215141	11.166360	40.582249	0.999195	1878.952804	895.194976	1879.452804	1153.305024	16.347049	31.587900	5194337.827792	2374.425383	2187.618893	52849.054688	7348.484812	363.209403	10.489736	11.063779	10.848023	11.279536	68.919791	0.997234	1970.794570	1217.525354	1971.294570	830.974646	16.346522	31.563855	2051917.289795	1577.494278	1300.744680	21097.457031	2902.869151	357.165590	10.649386	11.107346	10.805016	11.409676	68.862608	0.994595	96.373123	1348.549363	96.873123	699.950637	16.357451	31.554622	7375442.224031	2797.080117	2636.836242	69377.125000	10434.116333	369.481877	11.158700	11.280819	11.398284	11.163355	21.606355	0.999184	187.050000	1962.344061	187.550000	86.155939	16.356934	31.508872	5024441.191041	2339.265715	2147.871086	45125.625000	7108.130238	366.781977	11.324866	11.399211	11.366315	11.432107	50.058926	0.998921	1395.053771	1493.496820	1395.553771	555.003180	16.349885	31.543479	512251.333536	972.746733	526.602985	5406.432617	724.687394	351.746213	10.756393	11.138031	10.975741	11.300321	61.067392	0.997000	1.001223	0.001153
ogg2m001-ep03-20210522-0288-e91.fits	134	0	59358.086649	2459358.086649	2459358.091017	1.451565	45.200000	-55	NaN	83	16.352044	31.578561	NaN	NaN	1.991780	0.874371	10.787444	15	30	45	0.087408	0.685191	0.191456	0.577504	0.646393	0.041778	0.000101	0.000412	0.000159	0.000278	0.000391	0.000080	869.162022	1661.818865	1202.095150	2076.833774	1652.822911	523.205132	12815486.502459	3815.222005	1031.651330	1036.423077	1032.151330	1012.076923	16.351999	31.577633	1120177.192323	706.858347	1244.909306	899.806264	11228.814453	1584.726554	348.264010	3029	10.636328	11.099582	11.246033	10.953131	29.152914	0.997478	1880.013723	895.038209	1880.513723	1153.461791	16.347049	31.587910	5210718.506173	2377.160125	2191.993064	54282.738281	7371.658732	358.556366	10.502434	11.001374	10.930347	11.072401	51.578431	0.996782	1971.828972	1217.316661	1972.328972	831.183339	16.346522	31.563867	2059329.912257	1578.792146	1304.370507	21374.875000	2913.355867	351.039650	10.619222	11.062525	10.866674	11.258377	59.192994	0.994456	97.469418	1348.408418	97.969418	700.091582	16.357451	31.554621	7400992.498578	2800.829936	2642.428376	67705.476562	10470.262577	363.288742	11.022055	11.256524	11.521763	10.991285	17.903241	0.996627	188.137694	1962.172288	188.637694	86.327712	16.356934	31.508870	5031507.706496	2339.090928	2151.052636	44273.203125	7118.127313	359.467427	11.247635	11.349449	11.444344	11.254554	35.607389	0.997304	1396.096909	1493.429554	1396.596909	555.070446	16.349885	31.543477	513930.377533	970.101891	529.769483	5503.028320	727.062755	345.726112	10.696991	11.093043	11.118990	11.067095	42.669034	0.996687	0.998687	0.001149
ogg2m001-ep03-20210522-0289-e91.fits	135	0	59358.087670	2459358.087670	2459358.092038	1.459981	45.399000	-55	NaN	83	16.352039	31.578578	NaN	NaN	1.991780	0.874456	10.513263	15	30	45	0.087491	0.684436	0.191713	0.577189	0.646472	0.041839	0.000100	0.000411	0.000159	0.000278	0.000391	0.000080	872.573382	1664.079385	1205.404456	2079.033688	1655.220249	525.649574	12827578.314598	3812.861965	1030.800578	1036.650179	1031.300578	1011.849821	16.351999	31.577634	1122301.052025	706.858347	1242.182914	903.490975	11154.394531	1587.731201	340.688792	2998	10.488515	10.909512	10.889333	10.929690	48.421109	0.999036	1879.219363	895.318206	1879.719363	1153.181794	16.347049	31.587905	5212221.877862	2375.818628	2193.863545	52217.906250	7373.785568	350.762252	10.126242	10.874110	10.673553	11.074667	68.008295	0.997374	1971.056174	1217.574983	1971.556174	830.925017	16.346522	31.563865	2063591.326464	1577.303805	1308.303017	20958.167969	2919.384534	342.886784	10.247045	10.914863	10.610939	11.218787	69.763037	0.994649	96.633933	1348.665381	97.133933	699.834619	16.357451	31.554623	7403936.311515	2799.850093	2644.404545	72010.492188	10474.427221	355.803615	10.772883	11.026620	11.078272	10.974967	23.047406	0.999817	187.247837	1962.541953	187.747837	85.958047	16.356934	31.508868	5036629.225955	2338.573552	2153.718544	47994.476562	7125.372781	352.684128	10.908322	11.082056	10.965025	11.199086	63.130528	0.998725	1395.317081	1493.689166	1395.817081	554.810834	16.349885	31.543478	515135.884317	967.775105	532.288836	5295.679688	728.768199	338.227398	10.536568	10.985084	10.821686	11.148482	62.726875	0.997371	0.999638	0.001146
ogg2m001-ep03-20210522-0290-e91.fits	136	0	59358.088692	2459358.088692	2459358.093060	1.468570	45.500000	-55	NaN	83	16.352042	31.578563	NaN	NaN	1.991780	0.874540	10.574137	15	30	45	0.087496	0.685422	0.191149	0.577227	0.646898	0.041722	0.000100	0.000411	0.000158	0.000277	0.000390	0.000079	874.067614	1669.092441	1206.714181	2085.236720	1660.032456	525.818102	12905855.537610	3825.402610	1031.388075	1036.448754	1031.888075	1012.051246	16.351999	31.577634	1129214.427457	706.858347	1247.796042	904.967150	11970.400391	1597.511626	344.433676	3023	10.594690	10.626547	10.772101	10.480992	28.486585	0.997475	1879.706974	895.090852	1880.206974	1153.409148	16.347049	31.587904	5248511.804396	2383.904407	2201.645246	57988.378906	7425.125312	354.061388	10.275990	10.474147	10.354949	10.593345	54.518019	0.995132	1971.488923	1217.354157	1971.988923	831.145843	16.346523	31.563862	2071060.846707	1581.887072	1309.234321	23435.949219	2929.951744	348.460899	10.300472	10.480266	10.250423	10.710110	61.511087	0.993528	97.193273	1348.459202	97.693273	700.040798	16.357451	31.554625	7449611.640836	2808.431476	2652.588003	79603.664062	10539.044593	357.402098	10.768780	10.685030	10.877854	10.492206	23.614497	0.997177	187.881642	1962.220596	188.381642	86.279404	16.356934	31.508874	5069391.012672	2346.451441	2160.449998	50687.472656	7171.721228	354.588218	10.904681	10.755998	10.794246	10.717750	41.551298	0.996493	1395.836824	1493.457042	1396.336824	555.042958	16.349885	31.543476	516891.873835	970.826365	532.424636	5802.898438	731.252416	343.758813	10.600206	10.567098	10.586640	10.547557	43.293913	0.996139	0.999695	0.001144
ogg2m001-ep03-20210522-0291-e91.fits	137	0	59358.089714	2459358.089714	2459358.094082	1.477275	45.500000	-55	NaN	83	16.352039	31.578586	NaN	NaN	1.991780	0.874625	10.861095	15	30	45	0.087334	0.685679	0.191829	0.576829	0.645169	0.041796	0.000100	0.000411	0.000159	0.000277	0.000389	0.000079	873.128413	1668.013050	1208.113794	2082.880650	1658.430034	526.436524	12883245.781826	3821.131450	1030.900852	1036.720242	1031.400852	1011.779758	16.351999	31.577636	1125144.983108	706.858347	1244.675919	903.966218	11891.076172	1591.754540	343.349798	3071	10.725289	10.810998	10.677143	10.944853	67.780979	0.998798	1879.307330	895.326540	1879.807330	1153.173460	16.347049	31.587912	5240484.359340	2381.818988	2200.202613	53656.699219	7413.768800	351.900600	10.517445	10.684788	10.329196	11.040379	72.801920	0.993508	1971.100839	1217.563355	1971.600839	830.936645	16.346522	31.563874	2073607.421364	1581.378661	1311.265589	21505.738281	2933.554410	346.648435	10.611786	10.692793	10.303979	11.081607	72.450730	0.992120	96.722235	1348.718026	97.222235	699.781974	16.357451	31.554625	7431432.277173	2805.603441	2648.782136	73660.171875	10513.326055	357.148413	11.039022	10.906154	10.849421	10.962887	67.377299	0.999782	187.461119	1962.501612	187.961119	85.998388	16.356933	31.508875	5052290.201563	2342.461738	2156.829339	45598.687500	7147.528529	355.664760	11.407542	11.018022	10.818978	11.217066	73.237664	0.998123	1395.365737	1493.772217	1395.865737	554.727783	16.349885	31.543478	516863.799559	969.586717	533.076403	5202.938477	731.212699	342.474661	10.865483	10.796411	10.528634	11.064187	75.322220	0.996765	0.997841	0.001143
ogg2m001-ep03-20210522-0292-e91.fits	138	0	59358.090735	2459358.090735	2459358.095102	1.486158	45.200000	-55	NaN	83	16.352037	31.578543	NaN	NaN	1.991780	0.874710	10.533745	15	30	45	0.087556	0.685065	0.191526	0.576803	0.646917	0.041562	0.000100	0.000411	0.000159	0.000277	0.000390	0.000080	871.922132	1665.710599	1204.728680	2080.878998	1656.680655	521.767596	12876120.313812	3824.672689	1030.616017	1036.287261	1031.116017	1012.212739	16.351999	31.577625	1127385.428803	706.858347	1248.871073	902.723630	12997.789062	1594.924122	350.606338	2977	10.532328	10.595217	10.650539	10.539896	42.072821	0.989519	1879.050140	894.822240	1879.550140	1153.677760	16.347049	31.587906	5234799.463130	2382.079744	2197.575239	60428.875000	7405.726317	360.285202	10.142323	10.431663	10.183529	10.679797	56.624244	0.985490	1970.818763	1217.121061	1971.318763	831.378939	16.346522	31.563864	2069712.777474	1583.305250	1307.210204	23556.521484	2928.044616	354.836242	10.139619	10.470348	10.100445	10.840251	59.429724	0.978623	96.532952	1348.245555	97.032952	700.254445	16.357450	31.554618	7426983.594154	2805.723020	2647.083672	80536.703125	10507.032456	364.873375	10.907565	10.691918	10.757100	10.626735	40.892781	0.992718	187.204128	1962.067232	187.704128	86.432768	16.356933	31.508866	5057804.662277	2345.397817	2156.480502	52948.664062	7155.329895	362.311540	11.004623	10.803028	10.745414	10.860642	48.214096	0.990924	1395.045834	1493.210536	1395.545834	555.289464	16.349885	31.543478	513803.410931	972.661725	528.244710	6233.317383	726.883134	349.942838	10.476015	10.536865	10.420565	10.653166	50.473941	0.986493	1.000381	0.001147
ogg2m001-ep03-20210522-0293-e91.fits	139	0	59358.091755	2459358.091755	2459358.096123	1.495164	45.100000	-55	NaN	83	16.352043	31.578550	NaN	NaN	1.991780	0.874795	10.834374	15	30	45	0.087452	0.685643	0.191107	0.576483	0.646675	0.041759	0.000101	0.000413	0.000159	0.000278	0.000392	0.000080	867.175502	1659.928557	1199.013280	2073.701695	1650.815137	520.197022	12809510.530321	3818.704799	1031.528234	1036.342939	1032.028234	1012.157061	16.351999	31.577628	1120223.119858	706.858347	1247.893637	897.691186	11198.550781	1584.791528	356.138866	2979	10.714958	10.934706	10.869098	11.000314	48.866550	0.992047	1879.997882	895.002454	1880.497882	1153.497546	16.347049	31.587899	5210325.912914	2378.313566	2190.764914	53453.585938	7371.103326	367.480451	10.555247	10.891890	10.575740	11.208040	60.870409	0.987843	1971.812575	1217.189634	1972.312575	831.310366	16.346522	31.563865	2055220.519719	1580.101145	1300.689216	20961.123047	2907.542265	361.208500	10.479618	10.900828	10.493793	11.307864	62.263137	0.982688	97.457918	1348.312524	97.957918	700.187476	16.357451	31.554622	7384467.004138	2799.022673	2638.230506	68801.125000	10446.883785	371.304867	11.103282	11.067718	11.048887	11.086550	46.437496	0.995397	188.113123	1962.158675	188.613123	86.341325	16.356933	31.508868	5030492.870019	2340.699569	2149.140768	45915.347656	7116.691613	369.510997	11.364627	11.205654	11.029779	11.381528	55.293700	0.992035	1396.074391	1493.338348	1396.574391	555.161652	16.349885	31.543475	513471.227670	974.954778	526.661584	5335.520508	726.413191	355.492754	10.788511	10.991868	10.814228	11.169509	54.350529	0.989843	0.999194	0.001152
ogg2m001-ep03-20210522-0294-e91.fits	140	0	59358.092777	2459358.092777	2459358.097144	1.504324	45.100000	-55	NaN	83	16.352039	31.578566	NaN	NaN	1.991780	0.874881	10.909388	15	30	45	0.087412	0.684475	0.191442	0.576942	0.646909	0.041855	0.000101	0.000414	0.000160	0.000279	0.000393	0.000081	862.767873	1654.959326	1196.231966	2069.208938	1646.199744	517.342570	12771358.168809	3818.650388	1030.913832	1036.499710	1031.413832	1012.000290	16.351999	31.577633	1116374.640841	706.858347	1250.149768	892.992719	11315.028320	1579.347044	367.160785	2985	10.814177	11.085925	11.098746	11.073104	44.061335	0.995015	1879.250520	895.137076	1879.750520	1153.362924	16.347049	31.587902	5189555.242598	2376.280659	2183.898280	52535.250000	7341.718838	379.662194	10.466095	10.911102	10.651845	11.170359	58.315466	0.988773	1971.100575	1217.368403	1971.600575	831.131597	16.346522	31.563864	2052112.051446	1581.159656	1297.852525	20743.384766	2903.144682	371.557472	10.478087	10.956985	10.572909	11.341061	62.961230	0.985756	96.679189	1348.602347	97.179189	699.897653	16.357451	31.554621	7368330.438233	2797.584208	2633.818999	65291.339844	10424.055214	383.040110	11.272173	11.268255	11.379686	11.156823	35.798627	0.996076	187.326244	1962.423630	187.826244	86.076370	16.356934	31.508870	5016616.210518	2340.002370	2143.850910	44350.191406	7097.060156	380.870107	11.545637	11.354255	11.282897	11.425612	49.951273	0.994658	1395.354470	1493.521313	1395.854470	554.978687	16.349885	31.543477	513074.664247	979.644868	523.735367	5233.390137	725.852169	366.624979	10.880161	11.074206	10.923147	11.225265	53.660710	0.991607	0.998736	0.001158
ogg2m001-ep03-20210522-0295-e91.fits	141	0	59358.093798	2459358.093798	2459358.098166	1.513670	45.200000	-55	NaN	83	16.352043	31.578550	NaN	NaN	1.991780	0.874952	10.545162	15	30	45	0.087557	0.685588	0.191331	0.577260	0.646624	0.041629	0.000101	0.000413	0.000160	0.000278	0.000392	0.000081	864.600046	1658.331241	1197.603344	2073.731102	1649.119724	514.905376	12840523.112594	3832.619033	1031.563819	1036.201403	1032.063819	1012.298597	16.351999	31.577639	1124273.755184	706.858347	1256.294196	894.912799	12401.997070	1590.522005	379.519353	3022	10.330585	10.659667	10.738924	10.580410	38.537274	0.995581	1879.927477	894.844893	1880.427477	1153.655107	16.347049	31.587907	5222693.123731	2384.864391	2189.932956	57687.101562	7388.599350	389.849712	10.328385	10.619194	10.500596	10.737792	53.021727	0.993469	1971.697821	1217.110944	1972.197821	831.389056	16.346522	31.563865	2062224.327668	1587.342009	1299.168243	23171.613281	2917.450627	383.068680	10.302339	10.610179	10.405045	10.815314	57.318629	0.991403	97.417546	1348.234484	97.917546	700.265516	16.357451	31.554630	7412315.459919	2807.392027	2640.285144	74523.882812	10486.281291	395.062517	10.726715	10.732820	10.892896	10.572743	29.512792	0.996642	188.089063	1962.086190	188.589063	86.413810	16.356934	31.508871	5042431.252945	2347.812463	2147.714663	51304.875000	7133.580970	393.222831	11.037767	10.879305	10.865810	10.892801	46.025354	0.995193	1396.023633	1493.216372	1396.523633	555.283628	16.349885	31.543479	513174.408250	984.638247	521.180657	5741.723145	725.993278	378.956681	10.545180	10.701959	10.673532	10.730386	46.919942	0.993707	1.000385	0.001157
ogg2m001-ep03-20210522-0296-e91.fits	142	0	59358.094820	2459358.094820	2459358.099188	1.523174	45.200000	-55	NaN	83	16.352039	31.578555	NaN	NaN	1.991780	0.875038	10.449497	15	30	45	0.087371	0.684541	0.191626	0.577103	0.646491	0.041857	0.000102	0.000413	0.000160	0.000279	0.000393	0.000081	860.274113	1655.563960	1195.654822	2069.985619	1646.530134	515.520792	12805281.325990	3828.329093	1030.822877	1036.369436	1031.322877	1012.130564	16.351999	31.577632	1118813.070155	706.858347	1256.781560	890.220787	12072.531250	1582.796716	380.956534	3016	10.263838	10.649063	10.719575	10.578551	38.738942	0.996270	1879.275432	894.975935	1879.775432	1153.524065	16.347049	31.587910	5203635.801686	2380.524029	2185.920301	57570.039062	7361.638755	389.978105	10.173027	10.574109	10.418713	10.729504	55.782493	0.993608	1971.074498	1217.214980	1971.574498	831.285020	16.346522	31.563869	2059226.595872	1587.623640	1297.049593	22953.160156	2913.209704	384.471786	10.333139	10.606643	10.346880	10.866406	59.845407	0.990233	96.714918	1348.333241	97.214918	700.166759	16.357451	31.554621	7389967.754142	2804.304671	2635.222852	73247.054688	10454.665754	398.007742	10.647596	10.783824	10.956082	10.611566	28.009450	0.996734	187.374406	1962.128592	187.874406	86.371408	16.356934	31.508866	5027966.463357	2344.520197	2144.560951	49134.777344	7113.117479	393.824999	10.847271	10.875006	10.900389	10.849623	43.002911	0.995509	1395.249497	1493.356380	1395.749497	555.143620	16.349885	31.543476	514452.465075	985.842391	521.840479	5701.765137	727.801358	380.014065	10.432110	10.678330	10.578677	10.777983	51.438180	0.992986	0.998266	0.001160
