 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	Variance_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	Variance_C5	BJD_TDB
28	ogg2m001-ep04-20210522-0182-e91.fits.fz	28.000000	0.000000	59358.008877	2459358.008877	NaN	NaN	NaN	NaN	NaN	1.086766	9.719668	10.000000	60.000000	90.000000	0.261234	0.331793	0.210458	0.365319	0.448081	0.000907	0.001232	0.000998	0.001303	0.001494	287.908952	269.309743	210.802677	280.315265	299.975503	1381008.580717	2216.045795	1047.305899	1041.151756	1047.805899	1007.348244	16.352008	31.577267	360765.874933	314.159265	1111.312793	324.630362	9185.728516	1148.353446	2712.334831	12264.000000	7.932941	8.229698	8.402133	8.057264	338.008690	0.996611	1934882.794479	1901.413884	987.543556	1901.913884	1060.956444	16.347059	31.581276	344054.352074	1107.481246	310.663818	10089.321289	1095.159016	2732.926312	6.878008	7.883238	7.818724	7.947751	304.909951	0.997749	2081504.805785	2038.638242	1020.877649	2039.138242	1027.622351	16.346264	31.578811	240110.687313	1062.978737	225.884751	8211.155273	771.692517	2729.602899	6.505311	11.786400	11.461998	12.110802	271.523853	0.996966	1196546.835874	1278.416541	1816.880788	1278.916541	231.619212	16.350665	31.519851	369517.029080	1117.585824	330.638615	8732.467773	1176.209235	2728.740101	8.614403	8.449448	8.380075	8.518821	298.548729	0.999086	1794679.568405	299.646032	1340.646764	300.146032	707.853236	16.356336	31.555024	427326.512249	1142.550824	374.010944	9027.041992	1360.222535	2725.171295	9.256317	8.757939	9.052348	8.463530	338.876900	0.991770	2120705.274344	2459358.013228
29	ogg2m001-ep04-20210522-0183-e91.fits.fz	29.000000	0.000000	59358.011010	2459358.011010	NaN	NaN	NaN	NaN	NaN	1.091751	9.906741	10.000000	60.000000	90.000000	0.261188	0.328762	0.211265	0.367882	0.447641	0.000912	0.001232	0.001006	0.001316	0.001501	286.390865	266.822025	209.922140	279.589292	298.302026	1369662.388353	2210.006638	1047.196574	1041.091056	1047.696574	1007.408944	16.352007	31.577270	357739.660077	314.159265	1107.761735	322.939174	8636.977539	1138.720705	2697.645632	12238.000000	8.110024	8.473016	8.677551	8.268481	354.058803	0.997569	1746665.719421	1901.261466	987.426854	1901.761466	1061.073146	16.347059	31.581282	338881.739785	1103.029311	307.228227	9478.745117	1078.694080	2719.386479	6.897507	8.088325	8.108531	8.068119	332.119310	0.999921	1846123.127345	2038.472217	1020.809869	2038.972217	1027.690131	16.346264	31.578812	238891.762488	1061.778590	224.992070	7397.461426	765.094862	2716.477080	6.905919	11.960014	11.881421	12.038606	81.441519	0.999811	980484.388209	1278.246000	1816.802825	1278.746000	231.697175	16.350665	31.519851	368360.457621	1114.920991	330.391535	8224.842773	1172.527753	2713.139484	8.660487	8.700261	8.700265	8.700257	44.997186	0.999925	1636894.570475	299.594029	1340.569970	300.094029	707.930030	16.356336	31.555027	423528.428459	1138.873604	371.883611	8577.046875	1348.132859	2710.778170	9.240104	8.878510	9.212887	8.544134	347.457024	0.993103	1973736.687685	2459358.015360
30	ogg2m001-ep04-20210522-0184-e91.fits.fz	30.000000	0.000000	59358.013142	2459358.013142	NaN	NaN	NaN	NaN	NaN	1.096947	9.966163	10.000000	60.000000	90.000000	0.259508	0.330009	0.212059	0.366798	0.446244	0.000903	0.001225	0.000999	0.001303	0.001486	287.386232	269.412586	212.213433	281.507090	300.398616	1379074.296612	2207.370847	1047.240434	1041.027904	1047.740434	1007.472096	16.352007	31.577268	357880.952882	314.159265	1105.724853	323.661851	9071.095703	1139.170454	2681.621755	12041.000000	8.116874	8.188300	8.426218	7.950382	0.047452	0.996629	1947238.829666	1901.291269	987.327620	1901.791269	1061.172380	16.347059	31.581282	342183.305986	1102.196374	310.455844	9926.474609	1089.203292	2703.649836	6.932716	7.827747	7.832993	7.822501	30.946763	0.999992	2121219.688756	2038.508619	1020.693197	2039.008619	1027.806803	16.346264	31.578814	241280.066781	1060.253689	227.568241	7954.662598	773.301544	2701.410345	6.910084	11.781597	11.671286	11.891908	87.307430	0.999646	1141225.181472	1278.327697	1816.704222	1278.827697	231.795778	16.350665	31.519850	370092.252516	1113.382537	332.403500	8624.467773	1178.040228	2697.926713	8.672797	8.479022	8.513039	8.445005	31.866912	0.999671	1816564.588810	299.571079	1340.438959	300.071079	708.061041	16.356337	31.555030	425518.671329	1137.493142	374.084604	9295.110352	1354.467998	2693.746171	9.291604	8.676852	9.027495	8.326209	352.655758	0.993042	2214750.657653	2459358.017493
31	ogg2m001-ep04-20210522-0185-e91.fits.fz	31.000000	0.000000	59358.015274	2459358.015274	NaN	NaN	NaN	NaN	NaN	1.102351	9.900934	10.000000	60.000000	90.000000	0.261569	0.332946	0.210247	0.363572	0.448988	0.000903	0.001229	0.000993	0.001293	0.001490	289.547374	270.936358	211.770929	281.086117	301.409190	1377907.735898	2201.013494	1047.484674	1040.776666	1047.984674	1007.723334	16.352007	31.577269	360418.403598	314.159265	1103.625314	326.576782	8909.823242	1147.247410	2661.169176	11980.000000	8.166314	8.247845	8.451072	8.044617	347.869394	0.997082	1903190.222999	1901.479672	987.124955	1901.979672	1061.375045	16.347059	31.581281	344176.969738	1100.424815	312.767365	9707.770508	1095.549321	2684.365519	6.924188	7.937028	7.849306	8.024751	293.082558	0.998982	2060404.832590	2038.680066	1020.466206	2039.180066	1028.033794	16.346264	31.578815	239373.502374	1054.852969	226.925941	7886.255371	770.062418	2681.949706	6.685155	11.722502	11.463127	11.981877	89.718325	0.998043	1151816.360746	1278.526922	1816.492525	1279.026922	232.007475	16.350665	31.519850	367394.680361	1109.371831	331.173615	8540.400391	1169.453589	2678.350833	8.623203	8.466239	8.441253	8.491224	77.023287	0.999957	1768892.005510	299.783803	1340.203338	300.283803	708.296662	16.356336	31.555030	426962.583425	1135.827883	375.904298	9044.004883	1359.064113	2677.176542	9.139651	8.796311	9.091533	8.501090	346.406085	0.994318	2122861.534394	2459358.019625
32	ogg2m001-ep04-20210522-0186-e91.fits.fz	32.000000	0.000000	59358.017406	2459358.017406	NaN	NaN	NaN	NaN	NaN	1.107968	10.090100	10.000000	60.000000	90.000000	0.262182	0.331996	0.212173	0.363051	0.447944	0.000907	0.001230	0.000999	0.001296	0.001491	289.080714	269.840347	212.429168	280.068926	300.375030	1368496.465624	2192.183099	1047.420108	1040.596437	1047.920108	1007.903563	16.352007	31.577267	358795.190532	314.159265	1100.062472	326.158923	8536.215820	1142.080563	2640.811091	12034.000000	8.264854	8.451801	8.589552	8.314051	6.145406	0.998888	1743699.202201	1901.455995	986.959811	1901.955995	1061.540189	16.347059	31.581279	341094.016718	1095.661348	311.313361	9495.175781	1085.735976	2662.163576	7.130081	8.035634	7.869934	8.201335	80.745867	0.998110	1916992.081017	2038.673093	1020.293012	2039.173093	1028.206988	16.346264	31.578813	239535.304994	1051.134501	227.882640	7708.116211	770.457950	2658.140553	6.891776	11.798592	11.469379	12.127805	81.442764	0.996596	1099968.417544	1278.500468	1816.303033	1279.000468	232.196967	16.350665	31.519850	364501.507490	1105.168485	329.815329	8479.466797	1160.244334	2658.240743	8.786619	8.506290	8.452225	8.560354	55.788259	0.998805	1664857.645847	299.728793	1339.990909	300.228793	708.509091	16.356337	31.555029	423365.636421	1130.889841	374.365054	8527.949219	1347.614675	2653.919278	9.476237	8.929363	9.183718	8.675008	355.622640	0.996683	1936419.332090	2459358.021756
33	ogg2m001-ep04-20210522-0187-e91.fits.fz	33.000000	0.000000	59358.019538	2459358.019538	NaN	NaN	NaN	NaN	NaN	1.113798	10.174328	10.000000	60.000000	90.000000	0.260726	0.331607	0.210574	0.366261	0.447077	0.000902	0.001226	0.000993	0.001299	0.001485	288.923803	270.583872	212.045873	281.912542	301.102753	1368351.437441	2185.221210	1047.422266	1040.491139	1047.922266	1008.008861	16.352007	31.577264	356764.511391	314.159265	1095.506875	325.661591	8714.026367	1135.616710	2616.039004	11943.000000	8.297967	8.378853	8.664553	8.093153	349.359082	0.994656	1757766.758983	1901.402597	986.832717	1901.902597	1061.667283	16.347060	31.581277	340757.215973	1091.746179	312.121281	9666.309570	1084.663906	2637.766630	7.120774	8.019522	7.979403	8.059641	285.522514	0.999864	1928149.395792	2038.625094	1020.173186	2039.125094	1028.326814	16.346265	31.578811	238018.306490	1047.316209	227.264989	7666.069336	764.741742	2635.048021	6.925972	11.779657	11.495204	12.064110	272.877763	0.997647	1082658.838391	1278.486152	1816.165536	1278.986152	232.334464	16.350665	31.519849	366821.400509	1102.533565	332.707695	8511.020508	1167.628782	2632.724740	8.844063	8.589940	8.630845	8.549036	331.360840	0.999690	1659273.781807	299.707516	1339.871778	300.207516	708.628222	16.356337	31.555029	422754.514469	1127.311187	375.011371	8729.969727	1345.669414	2630.235969	9.592762	8.915119	9.266933	8.563305	346.808737	0.992262	1951585.735570	2459358.023889
34	ogg2m001-ep04-20210522-0188-e91.fits.fz	34.000000	0.000000	59358.021670	2459358.021670	NaN	NaN	NaN	NaN	NaN	1.119848	10.162644	10.000000	60.000000	90.000000	0.263253	0.330395	0.213350	0.365631	0.445260	0.000904	0.001222	0.000999	0.001297	0.001479	291.136452	270.427643	213.609884	282.004852	301.000167	1364704.352586	2178.058064	1047.165965	1040.591118	1047.665965	1007.908882	16.352007	31.577271	359262.296734	314.159265	1092.698811	328.784376	8688.953125	1143.567408	2590.692034	11929.000000	8.271832	8.336297	8.516569	8.156025	346.964557	0.997684	1829755.458854	1901.105386	986.966665	1901.605386	1061.533335	16.347059	31.581282	338915.457335	1087.110618	311.758023	9503.475586	1078.801407	2611.422022	7.131849	7.954344	7.856698	8.051990	80.987751	0.999334	1971649.342156	2038.296056	1020.343570	2038.796056	1028.156430	16.346264	31.578813	239963.549100	1046.859588	229.222287	7561.913086	766.159797	2608.567809	7.011164	11.886236	11.889161	11.883310	317.608270	0.999971	1028523.784535	1278.177234	1816.265359	1278.677234	232.234641	16.350665	31.519854	365383.069456	1098.058165	332.753839	8472.669922	1163.050433	2606.747221	8.740699	8.533862	8.509680	8.558044	74.316334	0.999956	1711125.158224	299.514324	1339.955866	300.014324	708.544134	16.356336	31.555035	420442.276695	1122.711317	374.488321	8618.314453	1338.309332	2605.228954	9.483349	8.804987	9.084196	8.525778	344.705629	0.994583	2012470.915103	2459358.026021
35	ogg2m001-ep04-20210522-0189-e91.fits.fz	35.000000	0.000000	59358.023802	2459358.023802	NaN	NaN	NaN	NaN	NaN	1.126135	10.522612	10.000000	60.000000	90.000000	0.264641	0.330199	0.212784	0.364645	0.447404	0.000906	0.001222	0.000998	0.001295	0.001485	292.025627	270.216158	213.134256	281.593610	301.274235	1357343.330759	2167.341649	1047.121445	1040.580719	1047.621445	1007.919281	16.352007	31.577267	359208.068757	314.159265	1088.145630	330.110289	8549.158203	1143.394795	2559.070812	11884.000000	8.587789	8.541955	8.645829	8.438080	18.263653	0.999084	1666072.381478	1901.078919	986.912621	1901.578919	1061.587379	16.347059	31.581279	336937.430657	1081.774276	311.467409	9104.901367	1072.505152	2581.547230	7.558669	8.137275	8.012828	8.261721	70.484975	0.998450	1780797.356822	2038.278865	1020.245590	2038.778865	1028.254410	16.346264	31.578813	238146.779786	1041.596576	228.636293	7169.400879	760.160541	2577.314511	7.442062	12.033985	11.928963	12.139007	86.306465	0.999690	938019.843043	1278.193281	1816.206091	1278.693281	232.293909	16.350664	31.519853	362693.679446	1092.241737	332.063560	8015.119629	1154.489838	2576.094773	9.174753	8.723204	8.598486	8.847923	70.564423	0.998652	1554712.805058	299.425099	1339.954710	299.925099	708.545290	16.356336	31.555032	419565.440869	1117.684571	375.388058	8260.999023	1335.518277	2572.770508	9.687140	9.033231	9.240569	8.825894	356.451221	0.997862	1825777.096148	2459358.028153
36	ogg2m001-ep04-20210522-0190-e91.fits.fz	36.000000	0.000000	59358.025936	2459358.025936	NaN	NaN	NaN	NaN	NaN	1.132654	10.641353	10.000000	60.000000	90.000000	0.263025	0.332405	0.211573	0.363269	0.448072	0.000900	0.001221	0.000991	0.001286	0.001479	292.260895	272.343658	213.523728	282.561523	302.897289	1357182.031042	2156.243064	1047.054776	1040.525111	1047.554776	1007.974889	16.352007	31.577268	356973.156300	314.159265	1081.762712	329.992107	8220.437500	1136.280848	2523.639510	12205.000000	8.668210	8.513360	8.686353	8.340367	354.350807	0.998284	1657875.876126	1901.020326	986.857149	1901.520326	1061.642851	16.347059	31.581282	338586.296573	1077.070819	314.358434	8895.236328	1077.753655	2544.550720	7.599856	8.181082	8.071547	8.290617	88.740788	0.999282	1771387.760958	2038.250350	1020.221440	2038.750350	1028.278560	16.346264	31.578814	237000.511172	1035.299526	228.919752	7035.877441	756.187141	2541.411848	7.505813	11.977200	11.945404	12.008995	82.383391	0.999970	939554.101139	1278.093341	1816.228321	1278.593341	232.271679	16.350665	31.519852	361647.115866	1086.425435	332.877991	7780.567383	1151.158523	2539.454085	9.186791	8.762630	8.737068	8.788192	56.997042	0.999794	1522922.243202	299.395094	1339.907612	299.895094	708.592388	16.356336	31.555032	419948.107431	1112.266725	377.560614	8269.228516	1336.736343	2535.835281	9.723483	9.040088	9.328819	8.751356	348.226714	0.995155	1826541.421598	2459358.030286
37	ogg2m001-ep04-20210522-0191-e91.fits.fz	37.000000	0.000000	59358.028068	2459358.028068	NaN	NaN	NaN	NaN	NaN	1.139411	10.835790	10.000000	60.000000	90.000000	0.262430	0.331134	0.211576	0.364003	0.448743	0.000895	0.001212	0.000984	0.001281	0.001474	293.285436	273.264652	214.927827	284.208245	304.475452	1356166.534464	2143.420386	1047.214008	1040.541473	1047.714008	1007.958527	16.352007	31.577262	355898.722399	314.159265	1075.245305	330.993049	7767.356934	1132.860818	2483.382893	12052.000000	8.783502	8.672913	8.940029	8.405798	353.275307	0.995996	1525882.844346	1901.189825	986.905322	1901.689825	1061.594678	16.347059	31.581273	337361.054549	1070.531623	315.134133	8415.101562	1073.853589	2505.069148	7.837131	8.350706	8.371054	8.330357	359.536786	0.999976	1624962.773883	2038.432589	1020.227051	2038.932589	1028.272949	16.346264	31.578809	236826.040468	1027.499021	230.487850	6637.729492	757.906962	2501.215784	7.741178	11.909653	11.818222	12.001084	276.715270	0.999751	870157.583645	1278.280994	1816.248567	1278.780994	232.251433	16.350665	31.519844	361911.773558	1080.518765	334.942608	7488.171875	1152.000954	2499.433609	9.291721	8.873769	8.946971	8.800566	349.775647	0.999690	1428957.820845	299.613886	1339.916010	300.113886	708.583990	16.356336	31.555027	420067.665889	1106.769152	379.544068	7775.486328	1337.116909	2496.811662	9.884063	9.164237	9.500123	8.828352	347.353182	0.993444	1719197.094398	2459358.032418
38	ogg2m001-ep04-20210522-0192-e91.fits.fz	38.000000	0.000000	59358.030200	2459358.030200	NaN	NaN	NaN	NaN	NaN	1.146413	10.913865	10.000000	60.000000	90.000000	0.261932	0.331109	0.212600	0.364999	0.446192	0.000897	0.001215	0.000989	0.001286	0.001471	292.159134	272.616896	215.043879	283.861611	303.309314	1343370.125645	2128.117585	1047.189402	1040.209515	1047.689402	1008.290485	16.352007	31.577268	351871.250461	314.159265	1067.622437	329.583979	7566.223633	1120.040977	2444.361349	12142.000000	8.789491	8.880390	9.092719	8.668061	339.608054	0.996016	1386828.112171	1901.158023	986.599670	1901.658023	1061.900330	16.347059	31.581279	334158.610827	1062.919253	314.378171	8327.907227	1063.659894	2464.528256	7.747911	8.571237	8.637847	8.504628	342.615655	0.999642	1441897.202494	2038.370629	1019.936195	2038.870629	1028.563805	16.346264	31.578813	235527.647106	1020.772623	230.734683	6470.410645	752.914274	2460.392893	7.801873	12.113437	12.057079	12.169796	289.135209	0.999860	758223.863738	1278.249978	1815.955035	1278.749978	232.544965	16.350664	31.519845	359215.168935	1073.046015	334.762129	7168.232422	1143.417395	2458.468648	9.408288	9.134942	9.197901	9.071983	342.954413	0.999723	1264249.339826	299.558126	1339.631729	300.058126	708.868271	16.356336	31.555027	414468.698778	1098.035799	377.463739	7641.693359	1319.294843	2454.908706	9.985971	9.374092	9.766298	8.981887	347.041522	0.991375	1516314.051714	2459358.034550
39	ogg2m001-ep04-20210522-0193-e91.fits.fz	39.000000	0.000000	59358.032332	2459358.032332	NaN	NaN	NaN	NaN	NaN	1.153665	11.009995	10.000000	60.000000	90.000000	0.261733	0.329969	0.213386	0.363436	0.448181	0.000898	0.001215	0.000993	0.001286	0.001480	291.372064	271.500898	214.909997	282.641014	302.840230	1329143.110074	2111.337107	1047.050224	1040.144961	1047.550224	1008.355039	16.352007	31.577266	347880.010835	314.159265	1058.354183	328.699047	7151.130859	1107.336467	2396.661362	12066.000000	8.877491	9.176299	9.422901	8.929697	2.778880	0.997088	1179987.314442	1901.014373	986.575116	1901.514373	1061.924884	16.347059	31.581271	329764.144209	1053.961830	312.880538	7693.638184	1049.671872	2419.477785	7.799162	8.777880	8.867127	8.688634	16.728414	0.999406	1294935.242426	2038.234299	1019.906000	2038.734299	1028.594000	16.346264	31.578806	233742.855223	1013.269582	230.681804	6162.337891	745.625988	2415.248065	7.690276	12.135404	12.107958	12.162850	293.993709	0.999954	692012.169306	1278.116501	1815.878927	1278.616501	232.621073	16.350664	31.519845	354294.670869	1063.963899	332.995012	6923.374023	1127.754964	2412.953116	9.519718	9.388983	9.442073	9.335892	33.589141	0.999150	1115112.493537	299.324339	1339.548611	299.824339	708.951389	16.356336	31.555028	411341.439773	1090.034135	377.365650	7048.440430	1309.340469	2409.904418	10.249466	9.639533	10.020460	9.258607	359.486771	0.993771	1300077.016346	2459358.036683
40	ogg2m001-ep04-20210522-0194-e91.fits.fz	40.000000	0.000000	59358.034465	2459358.034465	NaN	NaN	NaN	NaN	NaN	1.161172	11.161806	10.000000	60.000000	90.000000	0.262886	0.330766	0.211865	0.366568	0.445884	0.000885	0.001197	0.000973	0.001272	0.001451	296.968666	276.271243	217.664488	288.235824	307.261299	1342632.677642	2098.182620	1047.065399	1040.061045	1047.565399	1008.438955	16.352007	31.577274	352958.835994	314.159265	1052.797295	335.258115	7445.341309	1123.502869	2344.421331	12107.000000	8.906714	8.910918	9.187077	8.634759	348.856003	0.995521	1361989.872993	1901.065325	986.507300	1901.565325	1061.992700	16.347058	31.581280	333715.475660	1047.624071	318.545063	7936.866699	1062.249351	2365.899609	8.052737	8.451725	8.531028	8.372422	351.361810	0.999614	1466952.034842	2038.255681	1019.872037	2038.755681	1028.627963	16.346263	31.578812	234726.465548	1005.323581	233.483497	6497.337402	748.988403	2362.653648	8.037923	12.014023	12.006684	12.021363	285.863951	0.999998	775728.795656	1278.125299	1815.873926	1278.625299	232.626074	16.350664	31.519845	360147.273584	1058.389461	340.278590	7249.908691	1146.384377	2358.545118	9.587801	9.144195	9.227481	9.060910	356.998047	0.999665	1274068.430917	299.470500	1339.503527	299.970500	708.996473	16.356336	31.555032	414043.462850	1083.508356	382.132229	7340.400391	1317.941275	2357.720937	10.213859	9.359339	9.837033	8.881645	352.091387	0.988802	1507145.464035	2459358.038815
41	ogg2m001-ep04-20210522-0195-e91.fits.fz	41.000000	0.000000	59358.036597	2459358.036597	NaN	NaN	NaN	NaN	NaN	1.168942	10.932473	10.000000	60.000000	90.000000	0.260473	0.331042	0.211856	0.364570	0.447814	0.000871	0.001183	0.000959	0.001252	0.001438	298.898184	279.948893	220.890227	291.247011	311.510881	1349282.962721	2081.371110	1047.269425	1039.998802	1047.769425	1008.501198	16.352006	31.577265	351451.460568	314.159265	1043.381147	336.838999	7693.373535	1118.704744	2287.461467	12102.000000	8.706316	8.581927	8.938401	8.225452	1.523556	0.993103	1550820.995606	1901.243921	986.374044	1901.743921	1062.125956	16.347059	31.581276	335578.439377	1039.511269	322.823282	8361.836914	1068.179348	2307.492387	7.700043	8.223046	8.358131	8.087961	5.821073	0.998875	1686835.579932	2038.430165	1019.764449	2038.930165	1028.735551	16.346264	31.578807	235880.938197	995.162076	237.027660	6618.012207	754.848345	2303.425718	7.757494	11.799519	11.762140	11.836898	64.982758	0.999903	874380.483255	1278.317461	1815.806686	1278.817461	232.693314	16.350664	31.519841	360485.470824	1050.125289	343.278535	7646.811523	1147.460892	2302.581272	9.431800	8.835032	8.971423	8.698642	19.722468	0.998402	1448550.318554	299.571305	1339.433978	300.071305	709.066022	16.356335	31.555024	417338.114324	1076.295191	387.754324	8081.036621	1328.428477	2299.139628	9.904905	9.034546	9.434734	8.634358	358.191063	0.992151	1782265.894112	2459358.040948
42	ogg2m001-ep04-20210522-0196-e91.fits.fz	42.000000	0.000000	59358.038731	2459358.038731	NaN	NaN	NaN	NaN	NaN	1.177006	11.086987	10.000000	60.000000	90.000000	0.260825	0.330440	0.211584	0.366515	0.446728	0.000863	0.001169	0.000949	0.001243	0.001421	302.364657	282.755192	222.919096	294.915813	314.476366	1350998.650414	2062.573549	1046.917877	1040.224012	1047.417877	1008.275988	16.352006	31.577266	352374.533283	314.159265	1033.796202	340.854931	7488.884766	1121.642976	2222.498078	12095.000000	8.963862	8.818276	9.076478	8.560075	356.146647	0.996514	1428368.329088	1900.773121	986.626428	1901.273121	1061.873572	16.347059	31.581274	335546.287487	1029.282048	326.000330	7984.747070	1068.077006	2242.681181	8.068657	8.410558	8.475067	8.346049	8.946855	0.999740	1537985.455613	2038.010942	1020.014270	2038.510942	1028.485730	16.346264	31.578804	235930.503571	986.540831	239.149254	6394.857910	751.006431	2239.691924	7.861080	11.908267	11.886595	11.929939	62.189938	0.999958	820596.519063	1277.912891	1815.981246	1278.412891	232.518754	16.350664	31.519844	362353.647439	1041.019902	348.075620	6989.750488	1153.407483	2237.789412	9.551997	9.040341	9.073237	9.007445	16.164290	0.999926	1343713.079947	299.154809	1339.668432	299.654809	708.831568	16.356336	31.555025	417168.211918	1066.678427	391.090887	7350.023926	1327.887661	2235.695025	10.056867	9.263956	9.630264	8.897648	356.468735	0.993670	1608507.843738	2459358.043081
43	ogg2m001-ep04-20210522-0197-e91.fits.fz	43.000000	0.000000	59358.040862	2459358.040862	NaN	NaN	NaN	NaN	NaN	1.185322	11.123371	10.000000	60.000000	90.000000	0.262432	0.333412	0.211643	0.366775	0.442857	0.000864	0.001174	0.000947	0.001243	0.001411	303.625620	283.913030	223.387009	295.128314	313.797362	1334823.505082	2036.648650	1047.205379	1039.818152	1047.705379	1008.681848	16.352007	31.577268	350300.671260	314.159265	1022.453766	342.607835	7317.667480	1115.041668	2156.480550	12124.000000	8.845952	9.037989	9.246696	8.829283	4.374998	0.997819	1288916.750426	1901.131218	986.196270	1901.631218	1062.303730	16.347059	31.581280	333764.635007	1017.881164	327.901377	7689.428223	1062.405830	2175.245546	7.961512	8.716938	8.742379	8.691497	31.406967	0.999837	1357381.630272	2038.321580	1019.624356	2038.821580	1028.875644	16.346264	31.578807	233159.636564	972.617253	239.723936	6097.939453	744.735445	2173.037969	7.966204	11.912540	11.914324	11.910757	44.492457	0.999714	725161.995867	1278.251195	1815.517697	1278.751195	232.982303	16.350664	31.519848	358201.135354	1028.270073	348.353166	7095.780762	1140.189626	2168.992934	9.634235	9.233929	9.277773	9.190085	34.064217	0.999350	1194437.736592	299.515356	1339.239047	300.015356	709.260953	16.356336	31.555026	409698.098157	1052.868460	389.125625	7042.227051	1304.109550	2168.189187	10.121964	9.424381	9.735325	9.113438	353.920122	0.995453	1407620.009012	2459358.045213
44	ogg2m001-ep04-20210522-0198-e91.fits.fz	44.000000	0.000000	59358.042995	2459358.042995	NaN	NaN	NaN	NaN	NaN	1.193937	10.932517	10.000000	60.000000	90.000000	0.261065	0.333408	0.211836	0.363720	0.446007	0.000846	0.001151	0.000928	0.001213	0.001392	308.498150	289.548956	228.224746	299.914379	320.414537	1346542.384144	2014.822822	1047.183396	1039.678255	1047.683396	1008.821745	16.352006	31.577273	351534.692417	314.159265	1010.837734	347.765700	7701.832031	1118.969679	2078.909566	12093.000000	8.711882	8.581616	8.889350	8.273881	356.149338	0.994776	1586202.446968	1901.073175	986.014991	1901.573175	1062.485009	16.347059	31.581286	336692.402902	1006.752526	334.434128	8400.643555	1071.725204	2096.567899	7.773994	8.174056	8.237645	8.110468	11.009537	0.999718	1729861.121452	2038.278410	1019.405258	2038.778410	1029.094742	16.346264	31.578816	235383.053036	960.710017	245.009471	6535.793945	751.333663	2093.655879	7.749714	11.688705	11.683790	11.693619	311.791284	0.999943	891041.809865	1278.215690	1815.435176	1278.715690	233.064824	16.350664	31.519850	359138.549113	1016.678443	353.246940	7418.956055	1143.173507	2091.988776	9.362949	8.778748	8.897308	8.660189	354.989980	0.999248	1465863.519623	299.519691	1339.054799	300.019691	709.445201	16.356336	31.555037	415328.379091	1043.724851	397.928993	7862.269043	1322.031291	2091.104593	9.940674	9.040744	9.426471	8.655016	349.680429	0.991716	1776343.655212	2459358.047345
