Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_T9	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_T9	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_T9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep02-20210522-0188-e91.fits	33	0	59358.019544	2459358.019544	2459358.023912	1.113808	39.100000	-55	NaN	180	16.352152	31.579052	NaN	NaN	1.999171	0.869263	10.022957	15	30	45	0.264494	3.097058	1.592282	4.285651	3.072165	0.715556	0.291682	0.555418	0.293023	0.000443	0.002405	0.001330	0.003260	0.002387	0.001032	0.000553	0.000831	0.000459	597.505937	1287.787630	1197.016598	1314.467388	1286.952965	693.319664	527.269231	668.640950	638.763874	4693682.086842	3395.497497	1049.360101	1046.735751	1049.860101	1001.764249	16.352005	31.577360	1241449.270624	706.858347	1873.593781	662.603219	22521.966797	1756.291449	2448.993245	2989	8.728995	9.337163	9.538083	9.136243	345.150723	0.997548	1902.383022	904.490169	1902.883022	1144.009831	16.347053	31.587648	14536607.747947	4102.757242	3543.131336	123377.023438	20565.093146	2485.517635	11.410344	10.390291	10.193765	10.586816	270.985856	0.998568	1995.092800	1226.581236	1995.592800	821.918764	16.346524	31.563742	7473663.921254	3122.665721	2393.360221	107947.156250	10573.071610	2464.835429	9.633471	9.754353	9.627226	9.881480	79.361046	0.999218	110.096437	1359.993832	110.596437	688.506168	16.357459	31.554371	20115482.405328	4735.811391	4247.526083	124682.242188	28457.586289	2502.642401	13.576153	11.525804	9.854283	13.197325	274.155435	0.917580	202.003559	1973.700033	202.503559	74.799967	16.356937	31.508858	14419766.517856	4089.718575	3525.857893	124397.585938	20399.796618	2497.164769	11.462042	10.207731	9.839609	10.575852	281.656385	0.993848	1416.468281	1503.336682	1416.968281	545.163318	16.349886	31.543408	1957727.618433	2059.608487	950.533867	31642.628906	2769.618024	2456.087014	9.102713	9.523888	9.543050	9.504726	328.528559	0.999922	1701.998875	178.924379	1702.498875	1869.575621	16.348198	31.641497	1059906.355080	1828.787942	579.567664	18771.880859	1499.460761	2459.205267	8.967351	9.449001	9.552490	9.345512	337.906263	0.999067	305.456071	96.113843	305.956071	1952.386157	16.356303	31.648017	1676048.113329	1985.686481	844.064826	36238.085938	2371.123041	2452.670231	7.674101	8.852472	9.181737	8.523207	338.435217	0.989639	1794.328660	1672.305360	1794.828660	376.194640	16.347699	31.530766	1375355.340597	1909.481606	720.276821	22257.160156	1945.729786	2453.623403	9.651440	9.840581	9.700695	9.980466	86.324179	0.999179	0.998938	0.001672
ogg2m001-ep02-20210522-0189-e91.fits	34	0	59358.021677	2459358.021677	2459358.026045	1.119868	38.700000	-55	NaN	180	16.352150	31.579066	NaN	NaN	1.999171	0.869409	9.937623	15	30	45	0.265144	3.093927	1.590764	4.270475	3.057837	0.713629	0.293186	0.554825	0.292907	0.000443	0.002400	0.001328	0.003245	0.002374	0.001028	0.000553	0.000829	0.000458	599.043424	1289.363285	1198.022656	1315.943115	1288.098265	694.060403	529.932565	669.405403	639.677309	4690707.611060	3388.324455	1049.033839	1046.904763	1049.533839	1001.595237	16.352005	31.577362	1243711.051724	706.858347	1871.720750	664.474683	22760.503906	1759.491215	2439.554688	3045	8.612520	9.308891	9.417947	9.199834	342.640207	0.999188	1902.042002	904.677376	1902.542002	1143.822624	16.347053	31.587649	14512705.467668	4097.933453	3541.469288	123377.601562	20531.278336	2476.544795	11.396401	10.399835	10.145401	10.654268	271.858962	0.997599	1994.773228	1226.761808	1995.273228	821.738192	16.346523	31.563741	7461808.952935	3121.067888	2390.787135	106961.789062	10556.300260	2457.272250	9.595252	9.772669	9.591773	9.953565	79.023807	0.998408	109.843854	1360.102759	110.343854	688.397241	16.357459	31.554376	20031549.518987	4726.687358	4237.967947	124557.164062	28338.845544	2498.541326	13.251050	11.544548	9.737142	13.351953	273.362420	0.905293	201.715966	1973.817842	202.215966	74.682158	16.356937	31.508858	14343417.080246	4080.043790	3515.505671	124398.453125	20291.784259	2488.694458	11.471484	10.193654	9.704141	10.683166	275.513754	0.990470	1416.120604	1503.499030	1416.620604	545.000970	16.349886	31.543408	1953413.236410	2056.046549	950.082204	32186.980469	2763.514422	2448.275450	9.131357	9.524455	9.501406	9.547505	274.136363	0.999976	1701.689207	179.118031	1702.189207	1869.381969	16.348198	31.641501	1063458.094387	1823.792852	583.102458	18843.173828	1504.485444	2449.234202	8.855210	9.502077	9.539571	9.464583	332.740657	0.999815	305.166932	96.334149	305.666932	1952.165851	16.356303	31.648019	1673836.280263	1981.715124	844.640211	36114.804688	2367.993937	2441.846720	7.610565	8.854954	9.064896	8.645013	334.930371	0.994533	1794.009488	1672.452784	1794.509488	376.047216	16.347699	31.530766	1373940.266918	1904.819931	721.296667	23398.357422	1943.727867	2444.003014	9.514769	9.814710	9.621658	10.007762	84.182089	0.998388	1.001392	0.001672
ogg2m001-ep02-20210522-0191-e91.fits	36	0	59358.025944	2459358.025944	2459358.030312	1.132676	40.799000	-55	NaN	180	16.352149	31.579056	NaN	NaN	1.994607	0.869717	10.238730	15	30	45	0.265729	3.138357	1.589918	4.278768	3.083356	0.713278	0.292472	0.556148	0.293901	0.000442	0.002426	0.001324	0.003243	0.002387	0.001025	0.000551	0.000828	0.000457	601.612931	1293.802178	1200.685406	1319.320405	1291.993690	696.060830	530.324909	671.698218	642.669030	4678427.215770	3370.080384	1048.973609	1046.812423	1049.473609	1001.687577	16.352005	31.577359	1243194.807467	706.858347	1862.306946	667.556339	21262.216797	1758.760879	2394.500127	3011	8.920279	9.561063	9.651136	9.470989	340.466210	0.999411	1902.018125	904.568091	1902.518125	1143.931909	16.347053	31.587647	14682576.259819	4113.798269	3569.104584	123379.546875	20771.596347	2434.175649	11.481332	10.473994	10.258669	10.689318	86.244251	0.998282	1994.729060	1226.624702	1995.229060	821.875298	16.346524	31.563743	7438313.569095	3109.493569	2392.130231	103756.562500	10523.061091	2415.131142	9.958448	9.972619	9.769283	10.175955	75.112726	0.997795	109.725758	1360.092294	110.225758	688.407706	16.357459	31.554368	20017905.200948	4720.828040	4240.337719	124558.781250	28319.542783	2455.268601	13.492562	11.516231	9.980969	13.051493	273.299118	0.930453	201.620939	1973.758496	202.120939	74.741504	16.356937	31.508858	14425256.563440	4084.557650	3531.656987	124399.812500	20407.563444	2444.507337	11.398136	10.284254	9.940339	10.628168	273.628291	0.995464	1416.078948	1503.411314	1416.578948	545.088686	16.349886	31.543407	1947740.083049	2043.741414	953.026674	29817.298828	2755.488552	2405.180711	9.521508	9.764879	9.720602	9.809156	69.092755	0.999852	1701.634380	178.986662	1702.134380	1869.513338	16.348198	31.641496	1058676.042793	1815.353877	583.178881	17608.607422	1497.720225	2407.005892	9.204288	9.657890	9.682838	9.632941	351.470429	0.999971	305.106989	96.175128	305.606989	1952.324872	16.356303	31.648015	1672011.089928	1971.053811	848.282822	32958.027344	2365.411821	2397.773334	8.122192	9.073078	9.343291	8.802864	339.241081	0.993683	1793.956267	1672.367502	1794.456267	376.132498	16.347699	31.530767	1374994.827170	1896.433081	725.042629	21194.066406	1945.219764	2400.772969	10.049823	10.038933	9.830375	10.247491	79.758912	0.998034	1.003604	0.001668
ogg2m001-ep02-20210522-0192-e91.fits	37	0	59358.028075	2459358.028075	2459358.032443	1.139434	40.899000	-55	NaN	180	16.352151	31.579051	NaN	NaN	1.988502	0.869866	10.321338	15	30	45	0.265372	3.174955	1.588349	4.289482	3.097311	0.712689	0.292569	0.556494	0.292946	0.000439	0.002443	0.001319	0.003239	0.002388	0.001020	0.000548	0.000826	0.000455	604.439661	1299.537148	1204.403861	1324.416544	1297.043613	698.705106	533.873705	673.932100	643.608549	4677218.865192	3355.604207	1049.154376	1046.710811	1049.654376	1001.789189	16.352005	31.577361	1241204.842775	706.858347	1850.356064	670.792431	19230.421875	1755.945654	2363.280684	3010	9.130568	9.720365	9.945432	9.495298	350.884966	0.997625	1902.222346	904.468982	1902.722346	1144.031018	16.347053	31.587650	14849959.582549	4132.011302	3593.881647	123379.726562	21008.395309	2407.642951	11.462353	10.583015	10.497557	10.668474	271.172710	0.999739	1994.939683	1226.562967	1995.439683	821.937033	16.346524	31.563744	7429056.740183	3104.787544	2392.774589	93527.375000	10509.965357	2385.489434	10.106063	10.132265	10.036943	10.227587	71.214105	0.999437	109.973597	1359.971989	110.473597	688.528011	16.357459	31.554371	20062845.130647	4721.618280	4249.145937	124684.890625	28383.119778	2424.303053	13.659918	11.528202	10.195024	12.861381	273.923402	0.946918	201.861738	1973.673339	202.361738	74.826661	16.356936	31.508858	14486799.296835	4089.856371	3542.129107	124399.812500	20494.628602	2413.941345	11.312880	10.381563	10.191700	10.571426	281.409432	0.998426	1416.289663	1503.314691	1416.789663	545.185309	16.349886	31.543409	1946297.896819	2036.183895	955.855658	27467.250000	2753.448276	2375.254110	9.669765	9.924823	9.957196	9.892449	1.060172	0.999957	1701.843976	178.899783	1702.343976	1869.600217	16.348198	31.641499	1058673.523572	1801.764940	587.575827	16643.537109	1497.716661	2376.580168	9.361943	9.876440	10.005939	9.746942	345.995052	0.999118	305.344394	96.093896	305.844394	1952.406104	16.356303	31.648016	1672247.444801	1966.641260	850.306296	30670.417969	2365.746195	2369.512778	8.043377	9.253471	9.579537	8.927405	339.778995	0.991447	1794.177026	1672.302956	1794.677026	376.197044	16.347699	31.530767	1370171.832377	1888.349423	725.592316	19353.000000	1938.396622	2371.086226	10.145175	10.191225	10.068291	10.314158	77.275937	0.999286	1.002256	0.001658
ogg2m001-ep02-20210522-0193-e91.fits	38	0	59358.030207	2459358.030207	2459358.034575	1.146437	41.100000	-55	NaN	180	16.352150	31.579033	NaN	NaN	1.999790	0.870015	10.434044	15	30	45	0.265042	3.265068	1.589611	4.354814	3.168993	0.712746	0.292188	0.556999	0.293344	0.000439	0.002507	0.001319	0.003284	0.002438	0.001019	0.000548	0.000826	0.000455	604.046392	1302.613214	1204.816030	1325.947257	1299.768986	699.293255	533.633409	674.291363	645.151684	4658125.934926	3339.935416	1049.052766	1046.435232	1049.552766	1002.064768	16.352005	31.577363	1234600.006415	706.858347	1842.236527	670.163678	19207.400391	1746.601722	2332.428668	3042	9.303811	9.972114	10.151809	9.792418	339.930739	0.997779	1902.042930	904.208034	1902.542930	1144.291966	16.347054	31.587652	15209099.427581	4171.760235	3645.727120	123378.554688	21516.474257	2373.333647	11.413660	10.814819	10.783526	10.846113	304.903907	0.999719	1994.821853	1226.297838	1995.321853	822.202162	16.346524	31.563745	7404605.925954	3095.767473	2391.848222	90826.617188	10475.374531	2350.259229	10.364611	10.447101	10.355168	10.539034	276.396133	0.999674	109.845473	1359.603246	110.345473	688.896754	16.357459	31.554378	20285272.007424	4743.326893	4276.591613	124684.570312	28697.789440	2389.023087	13.325275	11.610461	10.517774	12.703148	276.500510	0.963335	201.726731	1973.386607	202.226731	75.113393	16.356937	31.508858	14761569.792545	4117.899411	3584.732972	124399.421875	20883.349336	2382.274014	11.346602	10.572491	10.479837	10.665145	300.319679	0.998722	1416.177048	1503.039405	1416.677048	545.460595	16.349886	31.543410	1938443.597951	2024.809552	957.346135	26894.636719	2742.336716	2338.155574	9.860273	10.185843	10.242979	10.128707	332.926696	0.999633	1701.738536	178.621538	1702.238536	1869.878462	16.348198	31.641504	1053290.636846	1793.968609	587.128800	16174.359375	1490.101434	2341.395152	9.642666	10.182656	10.252054	10.113257	330.249422	0.999279	305.205323	95.849378	305.705323	1952.650622	16.356303	31.648018	1666391.700128	1958.824007	850.710270	30641.644531	2357.462011	2335.825543	8.261644	9.556339	9.888312	9.224365	337.842575	0.990594	1794.047900	1672.046649	1794.547900	376.453351	16.347699	31.530766	1366432.106746	1877.770245	727.688656	18749.048828	1933.105993	2334.684148	10.387858	10.491319	10.406728	10.575909	275.740947	0.999729	1.001009	0.001657
ogg2m001-ep02-20210522-0194-e91.fits	39	0	59358.032340	2459358.032340	2459358.036708	1.153689	40.299000	-55	NaN	180	16.352150	31.579024	NaN	NaN	1.996130	0.870166	10.490967	15	30	45	0.264554	3.308876	1.588630	4.390675	3.226339	0.713615	0.291955	0.556620	0.292729	0.000437	0.002533	0.001317	0.003304	0.002475	0.001019	0.000546	0.000823	0.000454	605.378256	1306.085905	1206.451158	1328.813937	1303.547045	700.498890	534.514449	676.046754	645.264380	4644615.704414	3323.491434	1049.014704	1046.341612	1049.514704	1002.158388	16.352005	31.577361	1228750.559903	706.858347	1829.401895	671.667917	17674.410156	1738.326448	2295.211580	3018	9.471665	10.334543	10.540371	10.128715	2.899503	0.998398	1902.029172	904.127542	1902.529172	1144.372458	16.347053	31.587649	15368458.309612	4186.074174	3671.329669	123378.656250	21741.920957	2333.853091	11.294529	11.059746	11.065437	11.054055	43.707301	0.999480	1994.781728	1226.214096	1995.281728	822.285904	16.346524	31.563743	7378574.744509	3086.807211	2390.358140	87352.679688	10438.547943	2313.807854	10.388036	10.715867	10.622157	10.809576	57.881822	0.998381	109.794029	1359.534375	110.294029	688.965625	16.357459	31.554375	20392997.219099	4752.470464	4291.030817	124558.781250	28850.189439	2358.460917	13.390520	11.706224	10.952748	12.459700	274.173122	0.983211	201.689502	1973.318990	202.189502	75.181010	16.356937	31.508856	14985103.496494	4144.053207	3616.049975	124399.484375	21199.584837	2346.416370	11.103283	10.821564	10.827880	10.815249	38.520138	0.999973	1416.117974	1502.962841	1416.617974	545.537159	16.349886	31.543408	1934195.450772	2018.312134	958.323253	24985.357422	2736.326817	2302.526740	10.035424	10.562182	10.630219	10.494145	29.516566	0.999373	1701.654306	178.529156	1702.154306	1869.970844	16.348198	31.641500	1049587.394136	1784.905954	588.035124	14819.023438	1484.862418	2306.274406	9.824113	10.477705	10.692289	10.263121	9.601526	0.998120	305.151261	95.692593	305.651261	1952.807407	16.356303	31.648019	1660832.859506	1945.796027	853.549312	27303.212891	2349.597860	2299.214142	8.418908	9.947902	10.308071	9.587734	349.306219	0.993968	1794.021089	1671.944034	1794.521089	376.555966	16.347699	31.530766	1359615.629170	1869.018705	727.448915	17315.332031	1923.462650	2301.200248	10.492224	10.767198	10.636307	10.898089	61.676148	0.998045	0.999164	0.001650
ogg2m001-ep02-20210522-0195-e91.fits	40	0	59358.034471	2459358.034471	2459358.038840	1.161198	40.100000	-55	NaN	180	16.352150	31.579028	NaN	NaN	1.995522	0.870329	10.575417	15	30	45	0.264612	3.273098	1.593897	4.352584	3.175204	0.714766	0.292514	0.554862	0.292801	0.000435	0.002496	0.001314	0.003260	0.002426	0.001014	0.000544	0.000817	0.000451	608.423782	1311.533390	1212.789703	1335.009461	1308.611047	704.589036	538.113675	678.981432	648.541142	4653193.926279	3311.409539	1049.003064	1046.320590	1049.503064	1002.179410	16.352005	31.577366	1231292.099906	706.858347	1824.207114	674.973851	19125.080078	1741.921992	2265.158471	2979	9.430568	9.934394	10.206359	9.662428	351.113331	0.996699	1902.003787	904.102362	1902.503787	1144.397638	16.347053	31.587656	15230361.713331	4168.784258	3653.430058	123378.343750	21546.554238	2305.326464	11.522824	10.752661	10.803225	10.702097	348.507455	0.999896	1994.780897	1226.186467	1995.280897	822.313533	16.346523	31.563748	7416712.499736	3088.774924	2401.182567	88535.781250	10492.501830	2280.951548	10.428693	10.429194	10.400936	10.457451	62.358974	0.999909	109.855755	1359.525148	110.355755	688.974852	16.357459	31.554377	20253418.131670	4734.870286	4277.502214	124684.117188	28652.725424	2325.077205	13.502837	11.527861	10.462948	12.592774	276.252996	0.964790	201.732229	1973.260138	202.232229	75.239862	16.356937	31.508857	14774837.984414	4113.659054	3591.653511	124399.695312	20902.119988	2314.303686	11.417211	10.486218	10.433614	10.538822	302.975250	0.999394	1416.130741	1502.970781	1416.630741	545.529219	16.349886	31.543409	1939590.287744	2009.851184	965.041742	26664.505859	2743.958950	2274.275778	9.938367	10.177719	10.288377	10.067061	359.846956	0.999527	1701.683498	178.523122	1702.183498	1869.976878	16.348198	31.641510	1053082.913907	1778.235839	592.206552	15824.392578	1489.807567	2275.301689	9.824760	10.107327	10.340350	9.874304	346.411570	0.997316	305.201933	95.726746	305.701933	1952.773254	16.356303	31.648025	1660520.724629	1940.053777	855.914792	29591.037109	2349.156279	2268.852808	8.519894	9.441596	9.849596	9.033595	342.328025	0.988816	1793.985176	1671.956567	1794.485176	376.543433	16.347699	31.530766	1362461.668933	1863.680937	731.059508	18574.119141	1927.488972	2269.103747	10.593603	10.482272	10.433348	10.531195	62.452798	0.999734	0.999385	0.001643
ogg2m001-ep02-20210522-0196-e91.fits	41	0	59358.036605	2459358.036605	2459358.040973	1.168969	39.899000	-55	NaN	180	16.352151	31.579014	NaN	NaN	1.995522	0.870481	10.423166	15	30	45	0.264249	3.189124	1.589902	4.277522	3.108592	0.711583	0.293163	0.556546	0.292808	0.000431	0.002418	0.001302	0.003183	0.002362	0.001003	0.000539	0.000813	0.000447	613.177345	1318.657899	1220.893024	1343.713999	1316.064914	709.646994	543.402048	684.961677	654.729974	4673547.599119	3299.800565	1049.214824	1046.181665	1049.714824	1002.318335	16.352005	31.577363	1234982.556845	706.858347	1815.529747	680.232620	20496.080078	1747.142920	2227.071313	3084	9.266211	9.652198	9.962851	9.341544	357.018373	0.995820	1902.214411	903.963838	1902.714411	1144.536162	16.347053	31.587650	14904524.871133	4124.286811	3613.842963	123377.507812	21085.589402	2268.345052	11.568248	10.524478	10.553239	10.495718	21.296773	0.999945	1994.989367	1226.046276	1995.489367	822.453724	16.346524	31.563744	7430480.927957	3084.862529	2408.691103	101607.718750	10511.980171	2245.900171	10.248526	10.114200	10.105968	10.122431	46.867040	0.999375	109.950910	1359.388801	110.450910	689.111199	16.357459	31.554376	19991204.158920	4702.106717	4251.541992	124683.242188	28281.768536	2286.425684	13.318092	11.437332	10.059839	12.814825	273.408898	0.942820	201.848144	1973.145497	202.348144	75.354503	16.356937	31.508858	14528153.742705	4079.252945	3561.474107	124398.390625	20553.133175	2276.292133	11.514110	10.242766	10.076247	10.409284	274.253524	0.998920	1416.324656	1502.814910	1416.824656	545.685090	16.349886	31.543408	1943006.030238	2004.301249	969.418161	28423.365234	2748.791237	2237.123240	9.797258	9.812801	9.953551	9.672052	13.130127	0.998977	1701.863146	178.388633	1702.363146	1870.111367	16.348198	31.641500	1059505.148539	1770.650732	598.370491	17608.583984	1498.893170	2236.008163	9.522086	9.818610	10.086362	9.550858	358.202543	0.997018	305.332605	95.591905	305.832605	1952.908095	16.356303	31.648017	1671036.420342	1932.939796	864.505156	32465.894531	2364.032946	2232.311630	8.184189	9.097876	9.534201	8.661551	346.116634	0.988303	1794.194232	1671.792079	1794.694232	376.707921	16.347699	31.530766	1368450.346893	1853.363861	738.360327	20620.550781	1935.961219	2233.937094	10.389774	10.130199	10.108434	10.151965	49.412391	0.999215	0.998015	0.001628
ogg2m001-ep02-20210522-0197-e91.fits	42	0	59358.038738	2459358.038738	2459358.043106	1.177034	41.299000	-55	NaN	180	16.352149	31.579028	NaN	NaN	1.995522	0.870633	10.463046	15	30	45	0.263744	3.231894	1.590709	4.323648	3.128848	0.713864	0.292540	0.555566	0.292519	0.000429	0.002443	0.001300	0.003209	0.002371	0.001003	0.000537	0.000810	0.000446	614.170128	1322.766718	1223.577783	1347.387602	1319.469763	711.608177	544.293945	686.280197	655.500205	4663267.611880	3284.437268	1048.839586	1046.383357	1049.339586	1002.116643	16.352005	31.577362	1229906.861178	706.858347	1805.497679	681.201020	19396.908203	1739.962280	2188.124429	3007	9.269385	9.791500	9.977553	9.605448	349.084343	0.998325	1901.773887	904.185303	1902.273887	1144.314697	16.347054	31.587648	15071184.704781	4139.904866	3640.466434	123378.218750	21321.364836	2227.492800	11.485963	10.674741	10.636331	10.713151	65.295427	0.999878	1994.557767	1226.294925	1995.057767	822.205075	16.346524	31.563741	7417902.173313	3075.263914	2412.118888	90879.507812	10494.184873	2204.233179	10.304206	10.287734	10.209046	10.366422	60.729138	0.999141	109.582945	1359.607304	110.082945	688.892696	16.357459	31.554375	20162325.430005	4718.093716	4273.405033	124557.078125	28523.855613	2245.570478	13.414438	11.508535	10.262118	12.754952	273.695033	0.953392	201.462909	1973.356305	201.962909	75.143695	16.356937	31.508858	14590653.975693	4083.150390	3573.381478	124399.062500	20641.552917	2239.766043	11.388623	10.386825	10.224429	10.549221	275.854371	0.998981	1415.940434	1503.021352	1416.440434	545.478648	16.349886	31.543408	1942358.431948	1995.620940	973.310308	26729.902344	2747.875073	2194.206919	9.857633	10.031146	10.086097	9.976196	28.713635	0.999586	1701.470786	178.593342	1701.970786	1869.906658	16.348198	31.641499	1055436.313923	1761.359232	599.216954	16587.011719	1493.136946	2198.446379	9.729030	10.003807	10.146233	9.861381	6.563561	0.999145	305.000366	95.756812	305.500366	1952.743188	16.356303	31.648019	1665472.866010	1924.224230	865.529516	29590.787109	2356.162126	2191.671712	8.349297	9.317199	9.671513	8.962884	343.838432	0.991923	1793.796955	1672.013781	1794.296955	376.486219	16.347699	31.530765	1364092.872050	1845.936964	738.970452	18892.794922	1929.796653	2196.155675	10.368836	10.313010	10.243707	10.382313	59.487188	0.999230	0.996105	0.001622
ogg2m001-ep02-20210522-0198-e91.fits	43	0	59358.040870	2459358.040870	2459358.045238	1.185350	41.700000	-55	NaN	180	16.352151	31.579003	NaN	NaN	1.995522	0.870786	10.514027	15	30	45	0.263945	3.291749	1.589332	4.357408	3.194437	0.712064	0.293440	0.555748	0.293495	0.000428	0.002478	0.001296	0.003223	0.002410	0.000998	0.000536	0.000807	0.000445	616.886394	1328.521038	1226.729640	1352.181638	1325.590961	713.844573	547.719972	688.490024	659.752295	4653436.247906	3266.092508	1049.280814	1046.044564	1049.780814	1002.455436	16.352005	31.577362	1228250.644122	706.858347	1794.745578	684.359198	19130.525391	1737.619212	2145.826904	3044	9.319686	10.047858	10.251417	9.844300	0.197240	0.998360	1902.245458	903.830969	1902.745458	1144.669031	16.347053	31.587649	15317944.574693	4165.957941	3676.932123	123377.898438	21670.458641	2186.313914	11.452682	10.874477	10.843301	10.905652	55.159301	0.999727	1994.969942	1225.916694	1995.469942	822.583306	16.346524	31.563742	7395854.378695	3066.329881	2411.956530	89289.203125	10462.993625	2164.901926	10.411864	10.562085	10.455578	10.668592	63.114056	0.998836	110.046337	1359.184429	110.546337	689.315571	16.357459	31.554379	20276922.185918	4725.466168	4290.988755	124684.265625	28685.976858	2203.842064	13.478189	11.611703	10.611781	12.611624	273.757156	0.970265	201.918354	1972.961558	202.418354	75.538442	16.356937	31.508859	14865108.417108	4110.758498	3616.147342	124399.312500	21029.826526	2192.216981	11.350818	10.631714	10.546448	10.716980	84.586749	0.999733	1416.373806	1502.647527	1416.873806	545.852473	16.349886	31.543408	1935408.897602	1984.868538	975.081654	26666.332031	2738.043493	2153.832093	10.076041	10.293628	10.325942	10.261314	35.853719	0.999600	1701.890794	178.222022	1702.390794	1870.277978	16.348198	31.641503	1055715.342222	1749.318087	603.501073	15371.596680	1493.531691	2156.245774	9.687494	10.318407	10.424304	10.212510	12.558388	0.999486	305.422434	95.408574	305.922434	1953.091426	16.356303	31.648021	1662312.008081	1915.083128	868.010367	28958.968750	2351.690427	2150.842502	8.327491	9.612307	9.951606	9.273007	345.927172	0.993606	1794.204434	1671.618437	1794.704434	376.881563	16.347699	31.530767	1365760.311494	1834.796805	744.365974	18787.152344	1932.155597	2152.591895	10.521981	10.591404	10.471850	10.710958	61.607909	0.998302	0.996865	0.001616
