Label	slice	Saturated	J.D.-2400000	JD_UTC	BJD_TDB	AIRMASS	WMSHUMID	CCDATEMP	 CCD-TEMP	EXPTIME	RA	DEC	AIR	DQUALITY	FOCPOSN	MOONFRAC	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_T4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	rel_flux_T1_n	rel_flux_err_T1_n
ogg2m001-ep05-20210522-0314-e91.fits	160	0	59358.080081	2459358.080081	2459358.084449	1.400486	44.899000	-80	NaN	67	16.352136	31.578516	NaN	NaN	1.989357	0.873854	10.174843	15	30	45	0.140504	0.695777	0.151156	0.564706	0.612119	0.209332	0.038319	0.000158	0.000516	0.000163	0.000334	0.000459	0.000213	0.000110	890.878301	1348.285405	929.635222	1690.689074	1332.390094	980.703707	349.361501	9279658.583417	3429.900987	1047.458195	1035.635568	1047.958195	1012.864432	16.352000	31.577625	1303827.624814	706.858347	1381.911857	943.495505	14460.574219	1844.538768	550.018951	3042	10.118029	10.686188	10.946747	10.425630	1.766897	0.997616	1894.519534	885.940088	1895.019534	1162.559912	16.347050	31.587893	3807442.419065	2101.970538	1811.368119	34800.503906	5386.429169	555.731141	11.677845	11.334552	11.579062	11.090042	15.727858	0.997444	1989.484268	1207.178349	1989.984268	841.321651	16.346523	31.563862	1402676.376987	1416.977623	989.907218	13232.657227	1984.381146	552.385887	11.659146	11.376957	11.537804	11.216111	23.652937	0.998262	116.318973	1356.847036	116.818973	691.652964	16.357452	31.554619	5240275.360262	2419.777396	2165.602245	70998.507812	7413.473127	560.421357	9.112433	10.143936	10.343979	9.943892	357.067466	0.998429	213.122360	1969.748724	213.622360	78.751276	16.356934	31.508869	3523470.614658	2033.333655	1732.854127	46110.667969	4984.691246	555.534608	9.140869	10.149814	10.234286	10.065341	9.812001	0.999688	19.362544	1059.111436	19.862544	989.388564	16.357995	31.576891	1606283.890677	1505.486849	1066.953120	22476.068359	2272.426855	551.773721	8.750710	10.097903	10.274618	9.921189	344.567579	0.998338	1416.599546	1489.016133	1417.099546	559.483867	16.349885	31.543473	342461.659017	972.113284	352.285752	4043.707764	484.484141	547.478901	10.764868	10.954161	11.164170	10.744153	13.081686	0.998176	0.997442	0.001120
ogg2m001-ep05-20210522-0315-e91.fits	161	0	59358.080894	2459358.080894	2459358.085262	1.406491	44.600000	-80	NaN	67	16.352119	31.578219	NaN	NaN	1.989357	0.873923	9.572922	15	30	45	0.140939	0.695718	0.151157	0.566660	0.612892	0.208896	0.038342	0.000157	0.000515	0.000162	0.000334	0.000459	0.000213	0.000109	895.930733	1351.830766	932.728043	1697.318306	1336.226889	980.907710	350.949093	9325993.022559	3438.164117	1047.369303	1035.219941	1047.869303	1013.280059	16.351985	31.577362	1314398.154615	706.858347	1384.738517	949.203145	18222.285156	1859.493009	549.820207	3035	9.540134	10.124982	10.339247	9.910717	10.849721	0.997927	1894.341454	885.490938	1894.841454	1163.009062	16.347061	31.587484	3826263.297343	2106.564633	1816.352196	44619.757812	5413.055265	556.231182	10.710490	10.769637	10.962195	10.577078	24.461135	0.997040	1989.326420	1206.803014	1989.826420	841.696986	16.346539	31.563567	1409686.019810	1419.194677	993.299963	16632.726562	1994.297762	550.498323	10.900363	10.843882	10.965460	10.722304	32.809580	0.997050	116.202751	1356.448510	116.702751	692.051490	16.357410	31.554582	5284671.556653	2428.658111	2175.963563	79869.734375	7476.280897	559.463230	8.562803	9.596427	9.684609	9.508245	359.211896	0.999662	213.011757	1969.428263	213.511757	79.071737	16.356900	31.509064	3543836.777362	2038.040784	1738.844878	52422.210938	5013.503472	554.069759	8.722074	9.618541	9.547047	9.690035	88.194957	0.999778	19.216933	1058.631759	19.716933	989.868241	16.357947	31.576750	1611519.395057	1510.912196	1066.587058	25377.183594	2279.833579	551.606086	8.422115	9.534520	9.636580	9.432459	353.774087	0.999519	1416.424412	1488.579192	1416.924412	559.920808	16.349886	31.543356	344373.552797	973.083779	353.899181	4837.747559	487.188917	547.150582	10.152472	10.359726	10.485595	10.233857	25.815841	0.998468	1.000532	0.001117
ogg2m001-ep05-20210522-0316-e91.fits	162	0	59358.081707	2459358.081707	2459358.086075	1.412602	44.600000	-80	NaN	67	16.352140	31.578500	NaN	NaN	1.988677	0.873979	10.184086	15	30	45	0.141157	0.694786	0.151013	0.565634	0.614067	0.208999	0.038129	0.000158	0.000514	0.000162	0.000334	0.000460	0.000213	0.000109	895.845056	1351.081893	931.202359	1695.473009	1336.024357	981.356368	348.770242	9317253.740725	3436.336851	1048.237789	1035.250027	1048.737789	1013.249973	16.352000	31.577637	1315198.283670	706.858347	1385.661309	949.148450	15655.261719	1860.624960	549.446480	2996	10.137172	10.489879	10.543372	10.436385	22.753182	0.999788	1895.276856	885.587014	1895.776856	1162.912986	16.347049	31.587901	3819655.617397	2105.114468	1814.464570	39345.136719	5403.707310	554.606156	11.489198	11.165315	11.147472	11.183159	47.908033	0.999005	1990.241376	1206.867248	1990.741376	841.632752	16.346523	31.563865	1407029.950196	1419.075456	991.511723	14439.333984	1990.540192	548.548548	11.425659	11.180860	11.113642	11.248079	53.720337	0.998391	117.186623	1356.558499	117.686623	691.941501	16.357452	31.554625	5270153.801993	2425.685192	2172.645411	71952.148438	7455.742475	559.385381	9.070740	9.886537	9.857420	9.915654	301.500171	0.999832	213.949303	1969.496757	214.449303	79.003243	16.356935	31.508869	3544719.799563	2037.775291	1739.504750	48036.300781	5014.752693	553.133628	9.426299	9.942435	9.769592	10.115278	81.187650	0.998670	20.263901	1058.782824	20.763901	989.717176	16.357994	31.576902	1610671.607408	1509.122338	1067.290283	23355.998047	2278.634205	552.204706	8.968835	9.830332	9.840858	9.819805	320.255374	0.999862	1417.342848	1488.717083	1417.842848	559.782917	16.349885	31.543475	342206.716358	973.101054	351.666166	4322.476562	484.123471	547.973394	10.770698	10.693632	10.548732	10.838532	61.729030	0.997585	1.002080	0.001119
ogg2m001-ep05-20210522-0317-e91.fits	163	0	59358.082520	2459358.082520	2459358.086888	1.418765	44.500000	-80	NaN	67	16.352137	31.578491	NaN	NaN	1.988677	0.874049	9.633961	15	30	45	0.141017	0.694780	0.151139	0.565125	0.613804	0.208911	0.038305	0.000157	0.000512	0.000161	0.000332	0.000458	0.000212	0.000108	900.362341	1356.626031	936.294321	1701.489387	1341.234350	986.456069	353.338355	9369002.240793	3440.515747	1047.730410	1035.243883	1048.230410	1013.256117	16.352000	31.577629	1321187.183032	706.858347	1384.867300	954.017171	16709.451172	1869.097519	544.509606	3163	9.616724	9.987459	9.829050	10.145868	89.617109	0.998994	1894.683180	885.556426	1895.183180	1162.943574	16.347050	31.587894	3840849.357357	2109.341756	1820.875800	41675.550781	5433.690319	551.108812	10.917196	10.611332	10.379842	10.842822	71.673219	0.997045	1989.716014	1206.931664	1990.216014	841.568336	16.346523	31.563853	1416020.806398	1420.161562	997.084307	15162.439453	2003.259652	546.288037	10.936352	10.676103	10.400271	10.951936	71.115290	0.995733	116.587904	1356.526579	117.087904	691.973421	16.357452	31.554620	5294660.232771	2429.564418	2179.263161	81076.265625	7490.411983	555.172863	8.554629	9.407672	9.218418	9.596926	284.735881	0.997866	213.389720	1969.449354	213.889720	79.050646	16.356934	31.508869	3563462.303919	2042.148126	1744.957801	52261.046875	5041.267913	547.732253	8.682110	9.499355	9.178616	9.820093	271.681662	0.995435	19.663710	1058.779097	20.163710	989.720903	16.357994	31.576893	1619047.998482	1508.817739	1073.057372	26390.845703	2290.484374	548.645666	8.538046	9.392766	9.241482	9.544050	289.235025	0.998308	1416.796203	1488.629069	1417.296203	559.870931	16.349885	31.543476	345642.581035	970.013413	356.327630	4541.035645	488.984225	544.110635	10.192671	10.192376	9.869479	10.515273	75.487916	0.994760	1.001083	0.001112
ogg2m001-ep05-20210522-0318-e91.fits	164	0	59358.083333	2459358.083333	2459358.087701	1.425035	44.700000	-80	NaN	67	16.352136	31.578498	NaN	NaN	1.988677	0.874119	9.318578	15	30	45	0.140696	0.695850	0.151275	0.565869	0.612731	0.209092	0.038214	0.000157	0.000513	0.000162	0.000333	0.000457	0.000212	0.000109	898.201659	1355.666536	936.380085	1701.001987	1339.985152	984.551121	350.971837	9356526.413733	3439.550982	1047.522093	1035.344345	1048.022093	1013.155655	16.352000	31.577629	1316430.330112	706.858347	1383.429532	951.570210	19011.681641	1862.367949	544.591477	2959	9.293496	9.861599	9.584797	10.138401	79.511382	0.996391	1894.478457	885.680553	1894.978457	1162.819447	16.347050	31.587893	3839219.994445	2107.850802	1821.390770	46354.156250	5431.385242	550.175999	10.669615	10.532357	10.192106	10.872607	71.815956	0.993575	1989.519082	1206.960648	1990.019082	841.539352	16.346523	31.563859	1415409.040041	1419.200091	997.328741	17050.220703	2002.394180	543.515444	10.654136	10.587764	10.162127	11.013401	73.912414	0.991006	116.327845	1356.632955	116.827845	691.867045	16.357452	31.554619	5294570.844260	2429.026837	2179.708665	87421.000000	7490.285524	552.314186	8.156692	9.248716	8.919910	9.577521	84.721577	0.994782	213.166644	1969.576347	213.666644	78.923653	16.356934	31.508867	3554860.511002	2038.870707	1743.543865	57098.453125	5029.098865	546.837444	8.370333	9.323730	8.849638	9.797822	84.155633	0.989271	19.398110	1058.891642	19.898110	989.608358	16.357995	31.576891	1618052.543026	1511.129292	1070.757182	27665.007812	2289.076092	547.028706	8.107378	9.203422	8.905338	9.501505	88.357170	0.995799	1416.597971	1488.715528	1417.097971	559.784472	16.349885	31.543478	344393.365260	973.124072	353.904888	4987.737793	487.216946	543.879240	9.978399	10.132405	9.706780	10.558029	79.127889	0.991848	0.998809	0.001112
ogg2m001-ep05-20210522-0319-e91.fits	165	0	59358.084148	2459358.084148	2459358.088516	1.431393	44.700000	-80	NaN	67	16.352144	31.578436	NaN	NaN	1.991780	0.874175	9.248291	15	30	45	0.140787	0.695932	0.151074	0.565099	0.612661	0.208954	0.038314	0.000156	0.000512	0.000161	0.000332	0.000456	0.000211	0.000108	900.533016	1359.702466	937.717136	1704.384113	1343.871569	988.317419	354.103674	9391312.549660	3441.406987	1048.602639	1035.312407	1049.102639	1013.187593	16.352001	31.577570	1322172.976636	706.858347	1385.965486	953.972512	20854.126953	1870.492132	539.438566	2999	9.012063	9.616209	9.639071	9.593347	25.173056	0.999944	1895.539625	885.633463	1896.039625	1162.866537	16.347057	31.587830	3853760.457453	2110.580477	1825.924432	49515.796875	5451.955789	543.825332	10.416904	10.332725	10.290965	10.374484	52.801121	0.999097	1990.541239	1206.901117	1991.041239	841.598883	16.346531	31.563824	1418780.943834	1420.885135	998.519098	18368.634766	2007.164448	540.055372	10.459060	10.373227	10.233966	10.512489	62.918822	0.997898	117.447319	1356.558954	117.947319	691.941046	16.357447	31.554581	5307016.880300	2431.751474	2182.384564	87958.125000	7507.893063	548.737700	8.393877	9.055147	9.036564	9.073729	309.571778	0.999525	214.267796	1969.495979	214.767796	79.004021	16.356930	31.508880	3567822.499381	2041.359041	1747.768240	58258.253906	5047.436328	541.272112	8.532264	9.139692	8.964635	9.314750	272.600644	0.998521	20.496299	1058.784730	20.996299	989.715270	16.357989	31.576831	1623184.913892	1509.909505	1075.021323	29074.242188	2296.336912	541.256617	8.223720	9.019629	9.043893	8.995365	321.380381	0.999407	1417.695601	1488.705956	1418.195601	559.794044	16.349889	31.543457	346544.678934	970.442505	357.099650	5179.944824	490.260432	537.223668	9.700150	9.932252	9.815958	10.048545	68.099954	0.998948	0.999450	0.001110
ogg2m001-ep05-20210522-0320-e91.fits	166	0	59358.084960	2459358.084960	2459358.089328	1.437838	44.600000	-80	NaN	67	16.352136	31.578511	NaN	NaN	1.991780	0.874245	9.679444	15	30	45	0.140734	0.696024	0.150959	0.565789	0.613198	0.208659	0.038275	0.000157	0.000514	0.000162	0.000333	0.000458	0.000212	0.000109	896.257998	1353.324270	933.164799	1697.362233	1337.881339	983.809084	351.879834	9308141.366398	3426.702694	1047.540007	1035.500463	1048.040007	1012.999537	16.351999	31.577631	1309974.440019	706.858347	1379.752659	949.427009	16516.707031	1853.234733	538.217732	3038	9.788947	10.315305	10.281539	10.349072	300.763192	0.999811	1894.448226	885.771164	1894.948226	1162.728836	16.347050	31.587900	3819927.857079	2102.350518	1816.979531	39130.406250	5404.092451	542.601911	10.986088	10.962095	10.835514	11.088675	75.059182	0.999291	1989.453935	1207.066998	1989.953935	841.433002	16.346523	31.563863	1405150.610532	1414.147467	993.637964	14948.818359	1987.881471	536.592243	11.149683	11.016044	10.804963	11.227124	75.454501	0.998078	116.467952	1356.727343	116.967952	691.772657	16.357452	31.554624	5266446.397925	2422.391987	2174.068618	80577.820312	7450.497571	547.260157	8.479235	9.705876	9.615167	9.796585	295.465735	0.999121	213.276052	1969.630762	213.776052	78.869238	16.356934	31.508870	3538148.250140	2032.850220	1740.486444	50867.687500	5005.455852	541.243940	8.663721	9.704565	9.437412	9.971718	272.075750	0.996957	19.532618	1059.000980	20.032618	989.499020	16.357994	31.576897	1606928.049678	1501.612381	1070.135056	25463.000000	2273.338154	540.318185	8.358392	9.644633	9.572840	9.716427	301.360412	0.998945	1416.549640	1488.867641	1417.049640	559.632359	16.349885	31.543476	343137.209501	967.002531	354.846237	4502.703613	485.439849	535.158031	10.330043	10.556352	10.408290	10.704414	75.218350	0.998960	0.999077	0.001115
ogg2m001-ep05-20210522-0321-e91.fits	167	0	59358.085775	2459358.085775	2459358.090143	1.444367	44.899000	-80	NaN	67	16.352135	31.578487	NaN	NaN	1.991780	0.874315	10.089517	15	30	45	0.141198	0.694801	0.150964	0.565217	0.613804	0.209082	0.038171	0.000158	0.000516	0.000162	0.000335	0.000461	0.000214	0.000109	894.329305	1346.737854	929.109225	1688.467784	1331.343712	978.354181	349.942445	9223369.414949	3412.382105	1047.297865	1035.248708	1047.797865	1013.251292	16.352000	31.577625	1302321.807097	706.858347	1374.177777	947.709844	15474.784180	1842.408472	528.621076	3042	10.086207	10.886499	10.898636	10.874362	10.235626	0.999994	1894.275726	885.479158	1894.775726	1163.020842	16.347050	31.587896	3781214.610852	2091.105831	1808.236845	38712.707031	5349.324411	534.475323	11.409294	11.487853	11.511535	11.464171	37.575651	0.999741	1989.271577	1206.856486	1989.771577	841.643514	16.346523	31.563853	1392392.845530	1407.310617	989.399802	13964.153320	1969.832925	529.668605	11.585799	11.587962	11.557747	11.618177	49.535845	0.998906	116.173541	1356.419727	116.673541	692.080273	16.357452	31.554624	5213205.352071	2410.986385	2162.270755	65972.015625	7375.176899	540.670478	8.876980	10.265628	10.225658	10.305597	294.822824	0.999855	213.010963	1969.342019	213.510963	79.157981	16.356934	31.508869	3508072.226649	2025.153576	1732.249972	42870.996094	4962.906983	534.064179	9.135405	10.362831	10.180870	10.544791	86.529270	0.998749	19.239863	1058.680520	19.739863	989.819480	16.357995	31.576898	1594965.429542	1498.970766	1064.040384	21059.724609	2256.414508	531.696939	8.852012	10.216469	10.204436	10.228502	311.411222	0.999645	1416.374019	1488.544698	1416.874019	559.955302	16.349885	31.543475	339117.147906	960.972251	352.889636	4065.669189	479.752626	526.595097	10.680924	11.049293	10.983497	11.115089	56.699513	0.999101	1.002370	0.001121
ogg2m001-ep05-20210522-0322-e91.fits	168	0	59358.086589	2459358.086589	2459358.090957	1.450978	45.200000	-80	NaN	67	16.352141	31.578487	NaN	NaN	1.991780	0.874371	10.048150	15	30	45	0.141188	0.694880	0.150874	0.565990	0.613252	0.209199	0.038284	0.000157	0.000514	0.000162	0.000334	0.000459	0.000212	0.000108	897.825883	1351.953112	932.604292	1695.203478	1336.611577	984.981749	352.962457	9262521.679726	3412.335392	1048.395302	1035.123711	1048.895302	1013.376289	16.352000	31.577634	1307759.133007	706.858347	1374.599739	951.374495	14665.586914	1850.100715	522.122696	3074	10.021982	10.740154	10.865368	10.614941	10.410324	0.999378	1895.312498	885.419157	1895.812498	1163.080843	16.347050	31.587904	3797520.603101	2094.000110	1813.524548	36435.695312	5372.392671	531.242944	11.536951	11.372145	11.491166	11.253125	24.440060	0.998987	1990.295625	1206.725098	1990.795625	841.774902	16.346523	31.563865	1397470.791616	1407.242903	993.055846	13353.725586	1977.016749	524.470255	11.666014	11.464777	11.473455	11.456099	43.875538	0.998512	117.247940	1356.373831	117.747940	692.126169	16.357452	31.554622	5242493.940847	2415.312587	2170.524001	66393.679688	7416.611776	532.761138	8.780606	10.207948	10.283111	10.132785	356.073237	0.999779	214.081106	1969.255762	214.581106	79.244238	16.356934	31.508868	3521001.048232	2025.736374	1738.133892	43191.054688	4981.197524	527.999292	8.993385	10.270907	10.204473	10.337341	70.029793	0.999715	20.297009	1058.629584	20.797009	989.870416	16.357995	31.576897	1602471.299592	1495.006081	1071.882797	21194.562500	2267.033142	526.837393	8.724737	10.152849	10.258564	10.047134	355.517826	0.999556	1417.421271	1488.561845	1417.921271	559.938155	16.349885	31.543473	341528.728801	959.450533	355.962832	4042.334717	483.164315	521.779180	10.613379	10.934473	10.950204	10.918743	42.817632	0.998571	1.002300	0.001116
ogg2m001-ep05-20210522-0323-e91.fits	169	0	59358.087402	2459358.087402	2459358.091770	1.457674	45.399000	-80	NaN	67	16.352136	31.578506	NaN	NaN	1.991780	0.874442	9.869824	15	30	45	0.140612	0.693239	0.151210	0.565265	0.613993	0.209591	0.038304	0.000156	0.000512	0.000162	0.000333	0.000459	0.000212	0.000108	898.532869	1354.036990	935.888457	1696.438150	1338.877771	987.671365	355.064902	9261806.003107	3405.961293	1047.561802	1035.408054	1048.061802	1013.091946	16.351999	31.577632	1302323.381967	706.858347	1367.977827	952.006207	14902.094727	1842.410700	510.303840	2998	9.857939	10.626577	10.704387	10.548767	353.915434	0.999776	1894.554945	885.738921	1895.054945	1162.761079	16.347050	31.587892	3791929.779427	2089.405522	1814.836680	34315.441406	5364.483273	514.556058	11.473650	11.337641	11.464398	11.210884	16.714781	0.999282	1989.562221	1207.020947	1990.062221	841.479053	16.346523	31.563857	1400479.446308	1404.999095	996.783166	12816.527344	1981.273125	509.303345	11.539176	11.420069	11.445224	11.394913	40.154803	0.999315	116.390848	1356.682965	116.890848	691.817035	16.357452	31.554628	5235378.322097	2411.916844	2170.629694	70974.046875	7406.545235	521.116981	8.483973	10.098360	10.093956	10.102764	313.516683	0.999716	213.220054	1969.699430	213.720054	78.800570	16.356934	31.508869	3523365.229493	2023.891247	1740.886639	45551.792969	4984.542156	514.554771	8.730069	10.144513	9.973549	10.315476	273.475738	0.998848	19.446731	1058.909887	19.946731	989.590113	16.357994	31.576903	1604831.753084	1492.810504	1075.040502	22452.037109	2270.372501	512.014620	8.470546	10.071155	10.049351	10.092959	309.230185	0.999531	1416.648005	1488.849526	1417.148005	559.650474	16.349885	31.543473	341679.241104	954.116301	358.110684	3890.177002	483.377246	506.779945	10.533412	11.009020	10.974743	11.043296	54.290673	0.999618	0.998211	0.001111
ogg2m001-ep05-20210522-0324-e91.fits	170	0	59358.088215	2459358.088215	2459358.092583	1.464430	45.399000	-80	NaN	67	16.352136	31.578477	NaN	NaN	1.991780	0.874512	9.357677	15	30	45	0.140795	0.695307	0.150908	0.565272	0.613272	0.208960	0.038291	0.000156	0.000512	0.000161	0.000332	0.000457	0.000211	0.000108	900.086028	1356.839208	936.759437	1700.075130	1341.091600	988.049433	355.537224	9305434.781573	3415.840897	1047.415637	1034.982726	1047.915637	1013.517274	16.352000	31.577635	1310159.581066	706.858347	1373.847132	953.642913	16890.222656	1853.496654	516.710372	3057	9.419940	10.157518	10.095002	10.220034	83.919187	0.999841	1894.304686	885.360192	1894.804686	1163.139808	16.347050	31.587897	3816497.058524	2096.716041	1820.226003	39990.781250	5399.238864	520.742580	10.779977	10.813381	10.705278	10.921483	62.994120	0.998842	1989.278502	1206.691981	1989.778502	841.808019	16.346524	31.563857	1404265.609469	1407.652526	997.593926	15130.466797	1986.629450	517.042148	10.843630	10.819726	10.656310	10.983143	62.123101	0.997120	116.402208	1356.272098	116.902208	692.227902	16.357452	31.554623	5260099.360558	2417.599707	2175.752812	80600.500000	7441.518350	525.131360	8.149369	9.529477	9.387831	9.671122	278.669622	0.999031	213.170890	1969.136020	213.670890	79.363980	16.356934	31.508872	3537384.499806	2029.225194	1743.219289	52452.687500	5004.375367	518.822621	8.337548	9.602569	9.337409	9.867729	85.463518	0.996877	19.454395	1058.513531	19.954395	989.986469	16.357995	31.576898	1608375.694427	1496.021181	1075.102221	26002.742188	2275.386152	518.051621	8.024618	9.506996	9.397741	9.616251	280.520069	0.999394	1416.516010	1488.388190	1417.016010	560.111810	16.349885	31.543477	343177.528816	957.035328	358.583972	4598.836426	485.496890	513.874465	9.948655	10.360141	10.213677	10.506605	78.573857	0.999059	0.999509	0.001110
ogg2m001-ep05-20210522-0325-e91.fits	171	0	59358.089028	2459358.089028	2459358.093396	1.471307	45.600000	-80	NaN	67	16.352140	31.578509	NaN	NaN	1.991780	0.874583	10.072510	15	30	45	0.141000	0.695807	0.151127	0.565252	0.612508	0.209309	0.038164	0.000156	0.000513	0.000161	0.000332	0.000457	0.000212	0.000108	902.397500	1357.204753	938.463969	1700.877015	1341.636446	989.284940	354.334147	9315493.831298	3418.384497	1048.196979	1035.354641	1048.696979	1013.145359	16.352000	31.577639	1313487.075408	706.858347	1373.432257	956.353740	15993.389648	1858.204095	516.287522	2978	10.137783	10.461870	10.474682	10.449058	325.261064	0.999951	1895.133456	885.611684	1895.633456	1162.888316	16.347050	31.587906	3822241.289390	2099.529619	1820.522680	41520.492188	5407.365288	522.447607	11.458545	11.105613	11.093930	11.117297	48.451124	0.999693	1990.126688	1206.924866	1990.626688	841.575134	16.346523	31.563867	1407821.259196	1408.373181	999.608114	15170.603516	1991.659666	517.188136	11.536549	11.126118	11.029303	11.222933	65.839412	0.999315	117.075797	1356.599459	117.575797	691.900541	16.357452	31.554634	5265598.615068	2418.777078	2176.967304	78064.039062	7449.298204	524.712772	8.921823	9.819747	9.754981	9.884512	297.362668	0.999478	213.981365	1969.551560	214.481365	78.948440	16.356934	31.508876	3538470.885910	2028.899517	1744.034565	50346.953125	5005.912289	518.642384	9.012732	9.786300	9.610640	9.961960	275.534178	0.998663	20.188500	1058.795440	20.688500	989.704560	16.357994	31.576913	1612337.088666	1497.517947	1076.672965	25052.156250	2280.990379	517.345263	8.715546	9.721530	9.684824	9.758237	305.901014	0.999415	1417.220191	1488.828397	1417.720191	559.671603	16.349885	31.543475	342444.567332	958.297814	357.346706	4264.516113	484.459961	514.214802	10.724592	10.604320	10.579192	10.629448	62.376466	0.999931	1.000966	0.001109
ogg2m001-ep05-20210522-0326-e91.fits	172	0	59358.089841	2459358.089841	2459358.094209	1.478278	45.500000	-80	NaN	67	16.352137	31.578507	NaN	NaN	1.991780	0.874639	9.987014	15	30	45	0.141414	0.695245	0.151220	0.566213	0.612770	0.209046	0.038459	0.000157	0.000513	0.000161	0.000333	0.000457	0.000212	0.000108	901.820120	1356.032118	937.584373	1700.145372	1340.129073	986.636795	356.067447	9298892.036032	3415.951658	1047.701905	1035.322854	1048.201905	1013.177146	16.352000	31.577640	1314989.210570	706.858347	1375.810078	955.792686	14724.897461	1860.329182	516.087805	2992	9.991662	10.365670	10.309900	10.421439	274.379467	0.999881	1894.629571	885.637497	1895.129571	1162.862503	16.347050	31.587905	3813614.144846	2095.661482	1819.766302	35903.945312	5395.160375	520.577181	11.419040	11.007250	10.903185	11.111315	69.190503	0.999360	1989.580623	1206.936893	1990.080623	841.563107	16.346523	31.563867	1406173.834544	1408.019420	998.689233	13595.998047	1989.329037	515.788706	11.464231	11.073579	10.928954	11.218204	69.426529	0.998797	116.541350	1356.576342	117.041350	691.923658	16.357452	31.554631	5265153.546941	2418.621955	2176.922911	72222.070312	7448.668561	524.791777	8.722023	9.777050	9.630686	9.923415	284.898082	0.998810	213.446683	1969.472618	213.946683	79.027382	16.356934	31.508877	3533101.271176	2028.239692	1741.954506	46862.597656	4998.315838	519.190780	8.953883	9.852708	9.575891	10.129525	274.985209	0.996750	19.601190	1058.853379	20.101190	989.646621	16.357995	31.576905	1607790.958627	1497.868850	1073.385669	23201.914062	2274.558920	518.819247	8.675663	9.707742	9.575150	9.840334	293.163712	0.998436	1416.788057	1488.800572	1417.288057	559.699428	16.349885	31.543475	344385.661383	958.937612	359.132499	4108.400879	487.206047	513.988750	10.682594	10.628503	10.557867	10.699139	81.488012	0.999807	1.003900	0.001113
