 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_C3	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_C3	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_C3	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	Variance_T2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	BJD_TDB
106	ogg2m001-ep05-20210522-0260-e91.fits.fz	106.000000	0.000000	59358.036140	2459358.036140	NaN	NaN	NaN	NaN	NaN	1.167224	13.345628	16.000000	60.000000	90.000000	0.928677	1.144937	0.000000	0.001356	0.001568	0.000000	684.879759	730.230287	0.000000	1440862.972234	1452.715541	1047.681749	1036.920147	1048.181749	1011.579853	16.351999	31.577628	1338096.368344	804.247719	1413.198551	946.856595	28740.382812	1663.786339	767.331158	9336.000000	8.601013	9.451445	9.512282	9.390607	323.598961	0.998104	13095123.517160	19.334807	1060.412553	19.834807	988.087447	16.357994	31.576891	1649696.935483	1528.817491	1079.067282	40273.324219	2051.229858	766.710264	7.681174	11.550854	11.525953	11.575756	310.796151	0.999130	24484583.375898	1989.949598	1208.476067	1990.449598	840.023933	16.346521	31.563866	1440862.972234	1452.715541	991.841095	25745.353516	1791.566128	766.369696	10.283965	11.758754	11.791717	11.725790	329.319461	0.999863	11926991.957198	2459358.040490
107	ogg2m001-ep05-20210522-0261-e91.fits.fz	107.000000	0.000000	59358.036953	2459358.036953	NaN	NaN	NaN	NaN	NaN	1.170216	13.203703	16.000000	60.000000	90.000000	0.931092	1.145671	0.000000	0.001354	0.001564	0.000000	687.590858	732.432187	0.000000	1442302.131012	1450.025588	1048.299864	1036.452527	1048.799864	1012.047473	16.351999	31.577626	1342915.953098	804.247719	1411.279317	951.559296	25787.626953	1669.779001	756.810570	9373.000000	8.753409	9.454868	9.742792	9.166945	356.107909	0.996228	12526119.831400	19.899363	1059.989709	20.399363	988.510291	16.357994	31.576888	1652403.633397	1526.434670	1082.524962	37693.421875	2054.595361	756.356567	7.379615	11.444071	11.542702	11.345440	339.375165	0.999474	24437129.382223	1990.619042	1207.978970	1991.119042	840.521030	16.346521	31.563864	1442302.131012	1450.025588	994.673572	22940.974609	1793.355575	756.020178	10.132455	11.728875	11.889885	11.567865	12.529716	0.999082	11426848.426127	2459358.041303
108	ogg2m001-ep05-20210522-0262-e91.fits.fz	108.000000	0.000000	59358.037768	2459358.037768	NaN	NaN	NaN	NaN	NaN	1.173275	13.431664	16.000000	60.000000	90.000000	0.929812	1.144137	0.000000	0.001351	0.001561	0.000000	688.061421	733.031541	0.000000	1442765.631380	1448.886966	1048.617453	1036.425343	1049.117453	1012.074657	16.351998	31.577629	1341500.327115	804.247719	1409.372182	951.842490	23599.740234	1668.018814	751.941914	9222.000000	8.944861	9.601455	9.846327	9.356582	334.292191	0.993320	11743295.844372	20.304146	1059.898391	20.804146	988.601609	16.357994	31.576900	1650721.801440	1524.155361	1083.040380	35638.382812	2052.504175	749.738517	7.756832	11.489030	11.547595	11.430464	322.819830	0.998570	23108994.401214	1990.789539	1208.014262	1991.289539	840.485738	16.346521	31.563859	1442765.631380	1448.886966	995.775147	21208.236328	1793.931890	750.738058	10.389598	11.914464	12.068107	11.760820	338.128803	0.998726	10544547.576521	2459358.042119
109	ogg2m001-ep05-20210522-0263-e91.fits.fz	109.000000	0.000000	59358.038581	2459358.038581	NaN	NaN	NaN	NaN	NaN	1.176374	13.391925	16.000000	60.000000	90.000000	0.929041	1.143728	0.000000	0.001351	0.001561	0.000000	687.694388	732.703586	0.000000	1439539.963294	1445.952125	1047.707765	1037.053062	1048.207765	1011.446938	16.351999	31.577627	1337392.081454	804.247719	1406.220622	951.054237	22194.455078	1662.910630	745.915163	9411.000000	8.746761	9.711581	9.920942	9.502221	341.755557	0.997127	11595600.128615	19.431460	1060.555208	19.931460	987.944792	16.357994	31.576890	1646441.692167	1521.309867	1082.252688	31927.515625	2047.182295	745.457023	7.744928	11.642917	11.709073	11.576760	325.353994	0.998967	21372383.193383	1989.939713	1208.647228	1990.439713	839.852772	16.346521	31.563862	1439539.963294	1445.952125	995.565440	20694.476562	1789.921101	745.912464	10.252420	11.894682	12.038996	11.750368	351.951749	0.999362	10502854.911913	2459358.042932
110	ogg2m001-ep05-20210522-0264-e91.fits.fz	110.000000	0.000000	59358.039394	2459358.039394	NaN	NaN	NaN	NaN	NaN	1.179514	13.482113	16.000000	60.000000	90.000000	0.929495	1.142956	0.000000	0.001352	0.001561	0.000000	687.542714	732.259522	0.000000	1440037.182608	1447.239738	1047.891755	1036.570327	1048.391755	1011.929673	16.351998	31.577625	1338507.215942	804.247719	1407.286970	951.125992	21618.230469	1664.297186	748.321631	9242.000000	8.866594	9.794654	9.856614	9.732694	324.774072	0.998570	11196399.259193	19.538301	1060.146749	20.038301	988.353251	16.357993	31.576891	1645899.358476	1521.841581	1081.518194	32521.904297	2046.507959	747.355602	7.932533	11.726789	11.693681	11.759897	310.395716	0.998755	21090961.162906	1990.134720	1208.112227	1990.634720	840.387773	16.346521	31.563858	1440037.182608	1447.239738	995.023247	20111.667969	1790.539343	748.532502	10.255288	11.928674	11.894593	11.962755	70.335601	0.999945	10693937.613590	2459358.043744
111	ogg2m001-ep05-20210522-0265-e91.fits.fz	111.000000	0.000000	59358.040207	2459358.040207	NaN	NaN	NaN	NaN	NaN	1.182694	13.471431	16.000000	60.000000	90.000000	0.929504	1.144338	0.000000	0.001354	0.001565	0.000000	686.336830	731.264717	0.000000	1437600.177800	1447.164523	1048.674639	1036.116648	1049.174639	1012.383352	16.351999	31.577632	1336255.588519	804.247719	1407.534208	949.359228	22734.097656	1661.497517	751.989712	9377.000000	8.766262	10.087470	10.268319	9.906621	342.925534	0.998124	10124426.992209	20.347596	1059.622499	20.847596	988.877501	16.357995	31.576898	1645099.833937	1522.663356	1080.409420	33582.156250	2045.513832	752.459269	7.684372	11.980153	12.074889	11.885417	329.328816	0.998913	18909691.587783	1990.922290	1207.595681	1991.422290	840.904319	16.346521	31.563872	1437600.177800	1447.164523	993.390976	19219.394531	1787.509176	751.937803	10.481546	12.210412	12.320072	12.100753	0.717571	0.999677	9191350.603348	2459358.044557
112	ogg2m001-ep05-20210522-0266-e91.fits.fz	112.000000	0.000000	59358.041021	2459358.041021	NaN	NaN	NaN	NaN	NaN	1.185917	13.239945	16.000000	60.000000	90.000000	0.930253	1.145797	0.000000	0.001352	0.001563	0.000000	687.819066	732.861885	0.000000	1439081.668232	1445.935111	1047.982537	1036.683024	1048.482537	1011.816976	16.351999	31.577630	1338710.742224	804.247719	1406.724892	951.650710	25198.916016	1664.550250	746.328793	9221.000000	8.560627	9.751330	9.852023	9.650637	336.095747	0.999055	11501576.874278	19.703072	1060.221182	20.203072	988.278818	16.357994	31.576893	1648895.178262	1522.306168	1083.156078	36772.585938	2050.232955	745.591526	7.510916	11.758576	11.780382	11.736770	318.605385	0.999127	21306972.537417	1990.080018	1208.298742	1990.580018	840.201258	16.346522	31.563861	1439081.668232	1445.935111	995.260200	22290.943359	1789.351258	745.172093	10.176859	11.931183	11.947355	11.915011	24.295253	0.999983	10328354.770301	2459358.045372
113	ogg2m001-ep05-20210522-0267-e91.fits.fz	113.000000	0.000000	59358.041836	2459358.041836	NaN	NaN	NaN	NaN	NaN	1.189181	13.541073	16.000000	60.000000	90.000000	0.929748	1.143398	0.000000	0.001350	0.001559	0.000000	688.722624	733.276733	0.000000	1437279.741395	1441.994125	1048.154465	1036.350558	1048.654465	1012.149442	16.351998	31.577625	1336307.954963	804.247719	1402.567482	952.758403	21423.404297	1661.562629	735.379826	9492.000000	8.991877	9.994893	10.068903	9.920883	341.018537	0.999647	10582422.072115	19.765884	1059.912041	20.265884	988.587959	16.357994	31.576887	1643382.914254	1517.991561	1082.603459	30507.822266	2043.379017	736.343662	7.967942	11.847609	11.824628	11.870590	309.215395	0.999626	19597320.200973	1990.343891	1207.863772	1990.843891	840.636228	16.346522	31.563864	1437279.741395	1441.994125	996.730650	19126.121094	1787.110746	735.902339	10.423456	12.041458	11.989558	12.093358	62.633891	0.999777	9772562.862039	2459358.046186
114	ogg2m001-ep05-20210522-0268-e91.fits.fz	114.000000	0.000000	59358.042649	2459358.042649	NaN	NaN	NaN	NaN	NaN	1.192456	13.271536	16.000000	60.000000	90.000000	0.931301	1.146527	0.000000	0.001350	0.001560	0.000000	689.900808	734.963801	0.000000	1440510.492360	1443.734182	1048.853331	1035.937832	1049.353331	1012.562168	16.351999	31.577631	1341549.528551	804.247719	1404.803083	954.973366	26964.656250	1668.079991	736.352448	9212.000000	8.720390	9.438797	9.710393	9.167200	345.216524	0.995629	12750642.230854	20.564155	1059.498322	21.064155	989.001678	16.357994	31.576894	1651584.883708	1519.801071	1086.711225	38713.652344	2053.577330	735.018823	7.539768	11.360466	11.501639	11.219292	331.975303	0.998020	24136520.969800	1991.014642	1207.441607	1991.514642	841.058393	16.346522	31.563869	1440510.492360	1443.734182	997.767117	24614.054688	1791.127855	736.206747	10.013378	11.587477	11.739141	11.435812	358.962330	0.999314	11806093.469544	2459358.046999
115	ogg2m001-ep05-20210522-0269-e91.fits.fz	115.000000	0.000000	59358.043462	2459358.043462	NaN	NaN	NaN	NaN	NaN	1.195804	13.017788	16.000000	60.000000	90.000000	0.930394	1.146305	0.000000	0.001346	0.001557	0.000000	691.086847	736.214042	0.000000	1441750.684830	1442.083177	1047.787973	1036.597019	1048.287973	1011.902981	16.351999	31.577632	1341395.831248	804.247719	1402.600160	956.363666	25917.009766	1667.888884	730.302104	9447.000000	8.404118	9.214522	9.229185	9.199859	317.762449	0.998907	13671015.738844	19.422951	1060.183377	19.922951	988.316623	16.357994	31.576893	1652686.169970	1518.781116	1088.166131	41000.914062	2054.946667	729.779120	7.456086	11.276246	11.211487	11.341005	301.540449	0.999356	25862456.864354	1990.008101	1208.111753	1990.508101	840.388247	16.346521	31.563870	1441750.684830	1442.083177	999.769436	23341.085938	1792.669908	730.799865	9.921625	11.483244	11.433660	11.532829	67.116964	0.999847	12510689.496810	2459358.047812
116	ogg2m001-ep05-20210522-0270-e91.fits.fz	116.000000	0.000000	59358.044275	2459358.044275	NaN	NaN	NaN	NaN	NaN	1.199197	13.092902	16.000000	60.000000	90.000000	0.932444	1.147993	0.000000	0.001351	0.001562	0.000000	690.421664	735.179888	0.000000	1437466.931871	1440.241545	1047.852582	1036.349185	1048.352582	1012.150815	16.351999	31.577636	1340357.111978	804.247719	1401.920085	956.086675	26709.912109	1666.597343	729.001920	9434.000000	8.649270	9.513818	9.731569	9.296066	5.703235	0.997822	12688570.023883	19.623087	1059.834038	20.123087	988.665962	16.357994	31.576904	1650201.351445	1518.105125	1087.013886	37721.468750	2051.857048	727.721058	7.712017	11.450130	11.502137	11.398122	339.436667	0.999855	24058308.822922	1990.025818	1207.818114	1990.525818	840.681886	16.346521	31.563876	1437466.931871	1440.241545	998.073509	23643.798828	1787.343498	729.547145	9.899631	11.542158	11.620874	11.463442	30.949037	0.999162	12189127.601412	2459358.048625
117	ogg2m001-ep05-20210522-0271-e91.fits.fz	117.000000	0.000000	59358.045088	2459358.045088	NaN	NaN	NaN	NaN	NaN	1.202632	13.432991	16.000000	60.000000	90.000000	0.931244	1.143106	0.000000	0.001347	0.001554	0.000000	691.286518	735.664223	0.000000	1441321.330833	1441.803747	1048.687450	1035.841293	1049.187450	1012.658707	16.351999	31.577631	1342221.181331	804.247719	1402.553019	956.984273	23256.537109	1668.915123	728.982934	9253.000000	8.954303	9.507121	9.799213	9.215028	349.656562	0.995694	11928000.402645	20.406092	1059.390296	20.906092	989.109704	16.357994	31.576895	1647583.223175	1516.376307	1086.526620	35438.796875	2048.601673	727.412968	7.908933	11.422939	11.587439	11.258439	340.530435	0.998629	22698215.194030	1990.946241	1207.422287	1991.446241	841.077713	16.346522	31.563864	1441321.330833	1441.803747	999.665408	21754.814453	1792.136050	729.168937	10.342836	11.653035	11.782407	11.523664	14.524098	0.999355	11092245.452267	2459358.049438
118	ogg2m001-ep05-20210522-0272-e91.fits.fz	118.000000	0.000000	59358.045901	2459358.045901	NaN	NaN	NaN	NaN	NaN	1.206109	13.529579	16.000000	60.000000	90.000000	0.928706	1.142243	0.000000	0.001344	0.001553	0.000000	690.799268	735.547307	0.000000	1443019.228007	1442.770616	1047.564875	1036.403581	1048.064875	1012.096419	16.351999	31.577634	1340141.088370	804.247719	1402.921002	955.250571	22893.345703	1666.328739	732.554728	9458.000000	8.982568	9.773147	9.696693	9.849601	79.371662	0.999718	11342313.958889	19.299090	1059.938241	19.799090	988.561759	16.357995	31.576898	1648279.298983	1518.450346	1085.500954	35105.691406	2049.467172	731.710204	7.940018	11.653340	11.560396	11.746284	277.104841	0.999729	21554907.813469	1989.682783	1207.901301	1990.182783	840.598699	16.346522	31.563871	1443019.228007	1442.770616	1000.172316	23598.726562	1794.247212	731.685481	10.233161	11.798040	11.601814	11.994266	74.581320	0.998500	10715334.413985	2459358.050251
119	ogg2m001-ep05-20210522-0273-e91.fits.fz	119.000000	0.000000	59358.046715	2459358.046715	NaN	NaN	NaN	NaN	NaN	1.209632	13.532484	16.000000	60.000000	90.000000	0.927475	1.141471	0.000000	0.001345	0.001555	0.000000	689.324185	734.255957	0.000000	1440011.780024	1442.303184	1047.898742	1036.274676	1048.398742	1012.225324	16.351995	31.577597	1335575.167102	804.247719	1401.612519	952.884730	22758.431641	1660.651482	733.229547	9326.000000	8.906137	9.720244	9.706092	9.734397	85.526314	0.999991	11715186.661105	19.631500	1059.805295	20.131500	988.694705	16.357987	31.576942	1643731.399767	1516.914712	1083.601726	33649.707031	2043.812323	731.784340	7.951737	11.660397	11.595948	11.724845	293.665235	0.999734	21746859.692323	1990.093009	1207.781468	1990.593009	840.718532	16.346521	31.563767	1440011.780024	1442.303184	998.411288	21758.445312	1790.507757	732.773556	10.209998	11.858675	11.729417	11.987933	64.737198	0.998824	11054112.649631	2459358.051065
120	ogg2m001-ep05-20210522-0274-e91.fits.fz	120.000000	0.000000	59358.047528	2459358.047528	NaN	NaN	NaN	NaN	NaN	1.213199	13.643880	16.000000	60.000000	90.000000	0.928907	1.144025	0.000000	0.001348	0.001558	0.000000	689.030098	734.071461	0.000000	1438624.641310	1442.314577	1048.543136	1035.849889	1049.043136	1012.650111	16.351992	31.577627	1336347.841978	804.247719	1402.325012	952.951584	26478.970703	1661.612225	734.932366	9350.000000	8.957890	9.835251	9.884863	9.785640	19.203111	0.999834	11365064.179824	20.355860	1059.391595	20.855860	989.108405	16.357989	31.577028	1645822.037656	1517.935219	1084.250512	36926.621094	2046.411818	733.959033	8.139526	11.716196	11.748648	11.683745	340.028826	0.999948	21003953.130587	1990.622356	1207.381861	1991.122356	841.118139	16.346515	31.563734	1438624.641310	1442.314577	997.441657	24723.595703	1788.782992	734.548717	10.301740	11.859339	11.792422	11.926256	56.593893	0.999179	10908957.654933	2459358.051879
121	ogg2m001-ep05-20210522-0275-e91.fits.fz	121.000000	0.000000	59358.048341	2459358.048341	NaN	NaN	NaN	NaN	NaN	1.216812	13.927797	16.000000	60.000000	90.000000	0.929759	1.142653	0.000000	0.001350	0.001559	0.000000	688.663033	733.127448	0.000000	1433861.718628	1438.746925	1047.874367	1036.211426	1048.374367	1012.288574	16.351999	31.577633	1333146.033905	804.247719	1399.318710	952.710790	21004.693359	1657.631103	728.514512	9569.000000	9.249331	10.113597	10.265012	9.962182	0.817857	0.999103	10196332.629841	19.688387	1059.695967	20.188387	988.804033	16.357994	31.576904	1638407.075514	1513.841173	1082.284657	29002.722656	2037.192069	728.408355	8.285136	11.895257	11.975432	11.815083	337.015541	0.999624	18807403.590844	1990.027702	1207.682935	1990.527702	840.817065	16.346521	31.563870	1433861.718628	1438.746925	996.604541	18929.681641	1782.860783	729.556295	10.605043	12.098380	12.146144	12.050617	33.501550	0.999592	9636775.618020	2459358.052692
122	ogg2m001-ep05-20210522-0276-e91.fits.fz	122.000000	0.000000	59358.049156	2459358.049156	NaN	NaN	NaN	NaN	NaN	1.220472	13.794129	16.000000	60.000000	90.000000	0.927566	1.143759	0.000000	0.001345	0.001557	0.000000	689.437848	734.505053	0.000000	1434861.479746	1437.170725	1047.957220	1035.977963	1048.457220	1012.522037	16.351998	31.577629	1330928.450494	804.247719	1396.272937	953.200779	23824.455078	1654.873764	721.439275	9354.000000	8.969161	9.825712	9.921386	9.730038	29.503020	0.998570	11220395.906312	19.596855	1059.528537	20.096855	988.971463	16.357994	31.576892	1641135.928253	1513.368275	1084.426015	34016.949219	2040.585119	722.411344	8.078976	11.658158	11.705362	11.610953	18.667900	0.999896	20794220.564115	1990.162474	1207.522395	1990.662474	840.977605	16.346521	31.563865	1434861.479746	1437.170725	998.393201	21412.763672	1784.103884	721.923571	10.406454	11.868725	11.887309	11.850142	42.849172	0.998257	10538444.475284	2459358.053506
123	ogg2m001-ep05-20210522-0277-e91.fits.fz	123.000000	0.000000	59358.049968	2459358.049968	NaN	NaN	NaN	NaN	NaN	1.224148	14.346847	16.000000	60.000000	90.000000	0.929635	1.142000	0.000000	0.001349	0.001557	0.000000	688.876682	733.282790	0.000000	1425450.677108	1430.125353	1048.597225	1035.765143	1049.097225	1012.734857	16.351998	31.577632	1325148.637041	804.247719	1390.260334	953.165824	18346.369141	1647.687156	708.476693	9387.000000	9.707493	10.875511	10.938675	10.812348	34.685805	0.998913	8138594.516561	20.310497	1059.334722	20.810497	989.165278	16.357993	31.576896	1627864.588989	1503.631349	1082.622140	26641.677734	2024.083563	707.344738	8.527104	12.404679	12.427814	12.381544	36.598840	0.999833	15029375.660304	1990.863177	1207.251551	1991.363177	841.248449	16.346522	31.563871	1425450.677108	1430.125353	996.731282	17112.068359	1772.402511	709.766653	11.011815	12.605640	12.541972	12.669307	52.221884	0.998360	7944284.944845	2459358.054319
124	ogg2m001-ep05-20210522-0278-e91.fits.fz	124.000000	0.000000	59358.050785	2459358.050785	NaN	NaN	NaN	NaN	NaN	1.227938	14.446436	16.000000	60.000000	90.000000	0.925786	1.143219	0.000000	0.001342	0.001554	0.000000	689.866595	735.464152	0.000000	1430355.284727	1430.505264	1047.529147	1036.065935	1048.029147	1012.434065	16.351999	31.577639	1324202.998243	804.247719	1389.468086	953.028725	21871.341797	1646.511350	706.638167	9476.000000	9.572165	10.287964	10.364794	10.211134	325.696851	0.998324	9679412.682781	19.320901	1059.617298	19.820901	988.882702	16.357994	31.576905	1635209.358044	1506.288922	1085.588119	30480.601562	2033.216034	705.440617	8.470062	11.994211	12.011632	11.976790	317.716697	0.999059	17813449.687106	1989.751623	1207.580791	1990.251623	840.919209	16.346521	31.563872	1430355.284727	1430.505264	999.895156	18951.511719	1778.500890	705.917477	10.950233	12.284808	12.276629	12.292988	311.982062	0.999840	8910071.728901	2459358.055135
125	ogg2m001-ep05-20210522-0279-e91.fits.fz	125.000000	0.000000	59358.051597	2459358.051597	NaN	NaN	NaN	NaN	NaN	1.231741	14.517572	16.000000	60.000000	90.000000	0.928272	1.144421	0.000000	0.001345	0.001556	0.000000	690.142264	735.256583	0.000000	1428261.414511	1429.732495	1047.934644	1035.836927	1048.434644	1012.663073	16.351999	31.577633	1325815.618095	804.247719	1388.928518	954.560009	20132.599609	1648.516479	703.713107	9243.000000	9.709840	10.263270	10.134871	10.391669	72.461156	0.999066	9681966.423246	19.699290	1059.382970	20.199290	989.117030	16.357994	31.576896	1634532.994630	1504.949444	1086.104919	30149.789062	2032.375045	702.032147	8.504680	11.919088	11.795218	12.042959	274.386788	0.999558	17999231.576479	1990.096147	1207.349375	1990.596147	841.150625	16.346522	31.563871	1428261.414511	1429.732495	998.971080	18877.716797	1775.897376	704.394726	10.891760	12.243118	12.089044	12.397193	64.402578	0.998387	9178139.339531	2459358.055948
126	ogg2m001-ep05-20210522-0280-e91.fits.fz	126.000000	0.000000	59358.052413	2459358.052413	NaN	NaN	NaN	NaN	NaN	1.235593	14.816436	16.000000	60.000000	90.000000	0.931317	1.143924	0.000000	0.001349	0.001557	0.000000	690.317651	734.547567	0.000000	1426925.815402	1429.680559	1048.659898	1035.817764	1049.159898	1012.682236	16.352006	31.577315	1328919.850840	804.247719	1390.358665	955.810817	19177.367188	1652.376275	704.632169	9392.000000	9.976881	10.377076	10.274971	10.479182	290.092537	0.999337	9094189.285479	20.425035	1059.398186	20.925035	989.101814	16.357992	31.576365	1632294.117038	1504.455252	1084.973524	28989.812500	2029.591229	704.539296	8.695284	11.967470	11.845823	12.089116	292.039216	0.999199	17071804.557855	1990.794127	1207.322108	1991.294127	841.177892	16.346534	31.563767	1426925.815402	1429.680559	998.073176	17121.716797	1774.236695	706.650087	11.259570	12.358801	12.174789	12.542814	81.889708	0.999039	8587973.755269	2459358.056763
127	ogg2m001-ep05-20210522-0281-e91.fits.fz	127.000000	0.000000	59358.053227	2459358.053227	NaN	NaN	NaN	NaN	NaN	1.239491	14.647658	16.000000	60.000000	90.000000	0.928166	1.142386	0.000000	0.001343	0.001553	0.000000	691.096320	735.738944	0.000000	1429310.950700	1428.688918	1048.053048	1036.047123	1048.553048	1012.452877	16.351999	31.577637	1326638.146839	804.247719	1387.977137	955.806916	21685.166016	1649.539209	699.812840	9273.000000	9.720350	10.407801	10.226387	10.589215	297.083249	0.996456	9513423.917678	19.716026	1059.623352	20.216026	988.876648	16.357994	31.576895	1632824.581306	1503.825546	1085.780585	31004.595703	2030.250807	699.584197	8.527269	12.016866	11.831674	12.202058	294.973504	0.997707	17756839.857561	1990.118184	1207.581045	1990.618184	840.918955	16.346522	31.563876	1429310.950700	1428.688918	1000.435387	19823.570312	1777.202367	699.963346	10.878920	12.412118	12.256515	12.567721	290.013813	0.998928	8911616.166030	2459358.057577
128	ogg2m001-ep05-20210522-0282-e91.fits.fz	128.000000	0.000000	59358.054040	2459358.054040	NaN	NaN	NaN	NaN	NaN	1.243439	14.662152	16.000000	60.000000	90.000000	0.929905	1.146955	0.000000	0.001349	0.001561	0.000000	689.444666	734.556062	0.000000	1425302.152030	1428.672260	1047.579723	1035.690493	1048.079723	1012.809507	16.351985	31.577314	1325395.598152	804.247719	1389.485942	953.874780	22490.763672	1647.994227	705.324541	9423.000000	9.825848	10.457885	10.199461	10.716309	80.671505	0.997282	9276867.142192	19.389867	1059.242200	19.889867	989.257800	16.357961	31.576718	1634757.443301	1505.916094	1085.556791	31062.388672	2032.654124	705.604018	8.542891	12.124351	11.912930	12.335772	271.840835	0.998779	17217086.273516	1989.710877	1207.261826	1990.210877	841.238174	16.346527	31.563463	1425302.152030	1428.672260	997.641091	21806.505859	1772.217835	705.391867	10.970058	12.341961	12.021855	12.662067	77.585506	0.996738	8920208.572782	2459358.058390
129	ogg2m001-ep05-20210522-0283-e91.fits.fz	129.000000	0.000000	59358.054853	2459358.054853	NaN	NaN	NaN	NaN	NaN	1.247438	15.215197	16.000000	60.000000	90.000000	0.931370	1.143959	0.000000	0.001354	0.001563	0.000000	687.969126	732.074713	0.000000	1418614.978758	1425.765558	1048.464706	1035.583903	1048.964706	1012.916097	16.351999	31.577628	1321254.815608	804.247719	1387.450677	952.289575	16175.363281	1642.845586	702.696420	9295.000000	10.187489	10.954694	10.970549	10.938839	318.177712	0.999316	7636624.386264	20.273608	1059.076185	20.773608	989.423815	16.357995	31.576892	1622837.285534	1501.275416	1080.972398	23345.001953	2017.832624	702.989245	9.090789	12.473163	12.444492	12.501834	309.534445	0.999412	14011462.948703	1990.591340	1207.160780	1991.091340	841.339220	16.346522	31.563863	1418614.978758	1425.765558	994.984744	14996.431641	1763.903017	702.786473	11.705162	12.796359	12.713308	12.879409	282.864489	0.999792	7136615.056298	2459358.059204
130	ogg2m001-ep05-20210522-0284-e91.fits.fz	130.000000	0.000000	59358.055667	2459358.055667	NaN	NaN	NaN	NaN	NaN	1.251492	15.540847	16.000000	60.000000	90.000000	0.929262	1.144644	0.000000	0.001352	0.001564	0.000000	687.258389	731.983780	0.000000	1413707.493069	1421.420501	1048.039727	1035.696971	1048.539727	1012.803029	16.351993	31.577540	1313705.185097	804.247719	1381.733614	950.765887	16439.396484	1633.458390	694.134809	9526.000000	10.398791	11.118457	10.881104	11.355809	80.920618	0.997983	7519354.938890	19.810787	1059.209827	20.310787	989.290173	16.357985	31.576947	1618192.408091	1496.653595	1081.207043	23981.703125	2012.057192	693.679235	9.151543	12.585096	12.397367	12.772826	279.586643	0.999003	13723305.743878	1990.158794	1207.254400	1990.658794	841.245600	16.346521	31.563653	1413707.493069	1421.420501	994.573732	14995.902344	1757.801059	695.588564	11.857010	12.915723	12.655010	13.176436	72.398419	0.997561	7110402.666521	2459358.060017
131	ogg2m001-ep05-20210522-0285-e91.fits.fz	131.000000	0.000000	59358.056481	2459358.056481	NaN	NaN	NaN	NaN	NaN	1.255596	15.927585	16.000000	60.000000	90.000000	0.926414	1.141418	0.000000	0.001356	0.001568	0.000000	683.170776	727.823511	0.000000	1402769.040588	1417.381041	1047.556921	1035.576226	1048.056921	1012.923774	16.351999	31.577636	1299545.534601	804.247719	1376.328600	944.211676	13026.977539	1615.852309	693.402332	9342.000000	10.674280	11.685893	11.641604	11.730181	52.383079	0.999116	6159464.325866	19.266988	1059.183660	19.766988	989.316340	16.357995	31.576896	1601145.947782	1490.720210	1074.075428	19138.007812	1990.861658	691.615828	9.475446	13.124633	13.086445	13.162820	65.496976	0.999921	11112913.499789	1989.602391	1207.169700	1990.102391	841.330300	16.346522	31.563866	1402769.040588	1417.381041	989.690846	12585.300781	1744.200210	693.918087	12.092182	13.331315	13.180498	13.482132	59.586172	0.997846	5882525.844664	2459358.060832
132	ogg2m001-ep05-20210522-0286-e91.fits.fz	132.000000	0.000000	59358.057295	2459358.057295	NaN	NaN	NaN	NaN	NaN	1.259749	15.555094	16.000000	60.000000	90.000000	0.926757	1.142678	0.000000	0.001358	0.001572	0.000000	682.308650	727.103426	0.000000	1400809.903090	1417.589771	1048.277518	1035.536417	1048.777518	1012.963583	16.351999	31.577645	1298210.365251	804.247719	1376.298171	943.262436	13492.004883	1614.192163	694.729196	9308.000000	10.212160	11.712714	11.789269	11.636158	340.710103	0.999720	6182706.342026	20.159238	1059.080138	20.659238	989.419862	16.357995	31.576905	1600675.345644	1490.781978	1073.715251	20318.203125	1990.276512	695.143067	8.908960	13.073138	13.066624	13.079651	313.400965	0.999681	11289409.517942	1990.321975	1207.095849	1990.821975	841.404151	16.346522	31.563880	1400809.903090	1417.589771	988.163100	13013.592773	1741.764222	696.636710	11.616579	13.447478	13.433903	13.461053	50.352816	0.999882	5745914.593873	2459358.061645
